recorte,flow,year,country,metricFOB,metricKG,metricStatistic
BR,export,2012,Estados Unidos,197,19,25
BR,export,2012,Portugal,186,2,50
BR,export,2012,Espanha,107,1,5
BR,export,2011,Países Baixos (Holanda),255357,16244,10
BR,export,2011,Noruega,154342,6300,1
BR,export,2011,Noruega,142765,544,18
BR,export,2011,Estados Unidos,140220,2304,15
BR,export,2011,Bélgica,128485,7624,3
BR,export,2011,Uruguai,112601,5687,193
BR,export,2011,Estados Unidos,70000,3000,1
BR,export,2011,Congo,52500,400,2
BR,export,2011,Paraguai,41374,2041,42
BR,export,2011,Equador,38730,918,6
BR,export,2011,Canadá,36291,210,8
BR,export,2011,Reino Unido,15751,74,5
BR,export,2011,Nova Zelândia,14016,143,4
BR,export,2011,Barein,9276,22,2
BR,export,2011,"Cayman, Ilhas",9275,22,2
BR,export,2011,Guatemala,7032,231,107
BR,export,2011,Cazaquistão,4638,11,1
BR,export,2011,Espanha,3517,36,7
BR,export,2011,Espanha,849,3,70
BR,export,2011,Alemanha,378,3,1
BR,export,2010,Itália,10500000,127000,1
BR,export,2010,"Marshall, Ilhas",10277182,105380,1
BR,export,2010,Estados Unidos,5134600,139000,1
BR,export,2010,"Virgens, Ilhas (Britânicas)",690353,63520,1
BR,export,2010,Noruega,625790,36697,17
BR,export,2010,Cuba,264000,7545,1
BR,export,2010,Países Baixos (Holanda),142337,9202,3
BR,export,2010,Estados Unidos,125948,3676,44
BR,export,2010,Antilhas Holandesas,116312,5000,53
BR,export,2010,Bélgica,103555,5304,2
BR,export,2010,Uruguai,96669,6298,177
BR,export,2010,França,94360,194,8
BR,export,2010,Colômbia,80196,5490,9
BR,export,2010,Espanha,69946,2501,42
BR,export,2010,Angola,55822,850,1
BR,export,2010,Países Baixos (Holanda),49950,590,3
BR,export,2010,Paraguai,49106,2466,31
BR,export,2010,Irã,39687,4315,4
BR,export,2010,"Virgens, Ilhas (Americanas)",28074,1424,12
BR,export,2010,Noruega,27869,225,8
BR,export,2010,Singapura,23262,93,3
BR,export,2010,Argentina,12086,550,1
BR,export,2010,Paraguai,10734,150,1
BR,export,2010,Espanha,6495,100,14
BR,export,2010,Reino Unido,6026,70,46
BR,export,2010,Canadá,5786,40,1
BR,export,2010,Austrália,3600,25,60
BR,export,2010,Bolívia,2262,363,147
BR,export,2010,Canadá,1000,13,1
BR,export,2010,Bolívia,637,35,1
BR,export,2010,Hungria,462,9,2
BR,export,2010,Angola,124,27,1
BR,import,2026,México,71259201,2984792,8680
BR,import,2026,Itália,5500000,102,1
BR,import,2026,França,4132204,69795,5
BR,import,2026,Reino Unido,2750000,51500,1
BR,import,2026,Estados Unidos,1919540,41534,134
BR,import,2026,Estados Unidos,1872725,34492,14
BR,import,2026,África do Sul,1074244,20600,1
BR,import,2026,Estados Unidos,864770,15767,3
BR,import,2026,Finlândia,568357,7800,1
BR,import,2026,China,285877,26288,709
BR,import,2026,China,224937,15692,194
BR,import,2026,Alemanha,203905,1306,9
BR,import,2026,Espanha,194589,1200,7
BR,import,2026,Reino Unido,143656,1061,3
BR,import,2026,China,134148,50257,10825
BR,import,2026,Estados Unidos,83939,2535,12
BR,import,2026,China,64654,10605,1093
BR,import,2026,Alemanha,51899,11850,1
BR,import,2026,Reino Unido,41249,510,510
BR,import,2026,China,38170,11596,1001
BR,import,2026,Vietnã,37127,4455,226
BR,import,2026,Japão,35636,928,5
BR,import,2026,África do Sul,35133,417,35
BR,import,2026,Itália,33849,39,1
BR,import,2026,Taiwan (Formosa),33693,2097,90
BR,import,2026,França,32261,172,2
BR,import,2026,Itália,27180,39,2
BR,import,2026,México,22503,6050,47
BR,import,2026,Alemanha,19517,12,1
BR,import,2026,Portugal,16036,184,11
BR,import,2026,China,14098,3906,31
BR,import,2026,Estados Unidos,12500,139,1
BR,import,2026,França,12094,75,1
BR,import,2026,França,12052,111,1
BR,import,2026,Polônia,11106,48,3
BR,import,2026,Áustria,9321,84,1
BR,import,2026,França,6534,51,1
BR,import,2026,China,6173,58,4
BR,import,2026,Canadá,4736,1278,9
BR,import,2026,Canadá,4736,1278,9
BR,import,2026,Nova Zelândia,3058,120,1
BR,import,2026,França,2558,124,6
BR,import,2026,Taiwan (Formosa),1664,86,900
BR,import,2026,"Tcheca, República",931,9,1
BR,import,2026,Hong Kong,300,90,2
BR,import,2026,Hong Kong,70,45,1
BR,import,2025,México,101603640,4042925,11452
BR,import,2025,Estados Unidos,12952923,327774,1069
BR,import,2025,Reino Unido,4799429,66200,2
BR,import,2025,França,2491724,84598,5
BR,import,2025,Japão,2359236,63308,259
BR,import,2025,Espanha,1469592,19500,2
BR,import,2025,Itália,1184911,33293,3
BR,import,2025,Estados Unidos,1060564,26315,9
BR,import,2025,Estados Unidos,894873,10820,6
BR,import,2025,Estados Unidos,861866,14321,6
BR,import,2025,Reino Unido,727634,4852,7
BR,import,2025,Finlândia,691144,13200,1
BR,import,2025,Brasil,407155,9000,1
BR,import,2025,Finlândia,253961,36000,1
BR,import,2025,Alemanha,204622,10211,1
BR,import,2025,China,187674,19218,429
BR,import,2025,China,141711,39420,8910
BR,import,2025,Argentina,124500,9400,2
BR,import,2025,Colômbia,124128,1490,3
BR,import,2025,Espanha,90637,964,4
BR,import,2025,China,84958,17247,2536
BR,import,2025,China,83151,25010,1927
BR,import,2025,China,80489,602,54
BR,import,2025,Taiwan (Formosa),69105,4155,180
BR,import,2025,Alemanha,67266,168,2
BR,import,2025,Áustria,66578,1468,4
BR,import,2025,China,62334,1295,64
BR,import,2025,Dinamarca,53586,722,17
BR,import,2025,Alemanha,45253,209,4
BR,import,2025,Itália,44985,1420,3
BR,import,2025,Áustria,37345,823,4
BR,import,2025,China,32301,1543,12
BR,import,2025,Vietnã,30894,3975,199
BR,import,2025,China,24000,1000,1
BR,import,2025,Estados Unidos,22857,83,4
BR,import,2025,Tailândia,16500,510,3
BR,import,2025,Reino Unido,15209,728,7
BR,import,2025,Canadá,12856,33,1
BR,import,2025,Portugal,9654,140,1
BR,import,2025,Tailândia,8859,60,1
BR,import,2025,Canadá,8580,1992,17
BR,import,2025,África do Sul,8486,300,3
BR,import,2025,Reino Unido,7041,24,1
BR,import,2025,Hong Kong,5000,874,1
BR,import,2025,França,4503,210,310
BR,import,2025,China,3002,30,2
BR,import,2025,Itália,2600,310,6
BR,import,2025,Áustria,2362,48,755
BR,import,2025,Hong Kong,1035,392,234
BR,import,2025,Hong Kong,259,71,6
BR,import,2025,Itália,231,50,1
BR,import,2025,Suécia,51,53,1
BR,import,2024,México,132310074,4827051,13697
BR,import,2024,França,6511868,140913,9
BR,import,2024,Estados Unidos,4511115,129251,372
BR,import,2024,Estados Unidos,3691403,129090,104
BR,import,2024,Estados Unidos,3170190,22877,17
BR,import,2024,Itália,3123256,31800,1
BR,import,2024,Canadá,1834587,42373,123
BR,import,2024,Alemanha,1645999,64105,3
BR,import,2024,Espanha,851598,16510,3
BR,import,2024,África do Sul,769292,13691,1
BR,import,2024,Itália,511568,7360,4
BR,import,2024,China,408627,40838,7676
BR,import,2024,Estados Unidos,324674,7690,3
BR,import,2024,Itália,271114,4593,13
BR,import,2024,França,209729,200,10
BR,import,2024,China,172120,51131,2900
BR,import,2024,Estados Unidos,157188,1000,1
BR,import,2024,China,154113,38060,12062
BR,import,2024,China,116660,9299,103
BR,import,2024,China,111790,11500,8
BR,import,2024,Colômbia,108065,1127,3
BR,import,2024,Polônia,105637,3110,1
BR,import,2024,Japão,83959,2000,11
BR,import,2024,China,77480,487,44
BR,import,2024,Alemanha,75501,106,4
BR,import,2024,Reino Unido,74446,812,3
BR,import,2024,Alemanha,69016,488,7
BR,import,2024,Reino Unido,67479,650,1
BR,import,2024,Reino Unido,57126,102000,1
BR,import,2024,Dinamarca,45769,720,15
BR,import,2024,China,45499,10854,2602
BR,import,2024,Argentina,30680,1314,11
BR,import,2024,Brasil,30000,679,4
BR,import,2024,Reino Unido,24126,7100,1
BR,import,2024,Polônia,23770,126,10
BR,import,2024,Estados Unidos,20000,700,1
BR,import,2024,Taiwan (Formosa),17929,1072,44
BR,import,2024,Itália,17323,191,1
BR,import,2024,México,15909,3735,39
BR,import,2024,França,15045,311,237
BR,import,2024,Tailândia,15000,383,2
BR,import,2024,Portugal,14908,108,4
BR,import,2024,França,14376,150,1
BR,import,2024,Canadá,12188,110,102
BR,import,2024,Estados Unidos,11950,30,2
BR,import,2024,Austrália,8064,162,1
BR,import,2024,Tailândia,7500,188,1
BR,import,2024,França,6572,141,1
BR,import,2024,França,6511,90,4
BR,import,2024,Hong Kong,4639,872,3
BR,import,2024,Taiwan (Formosa),2639,111,1531
BR,import,2024,Taiwan (Formosa),1660,332,1
BR,import,2024,Nova Zelândia,1375,120,1
BR,import,2024,Coreia do Sul,1295,11,12
BR,import,2024,Eslovênia,898,9,5
BR,import,2024,China,460,109,1
BR,import,2024,Hong Kong,358,95,6
BR,import,2023,México,90340929,3292420,9359
BR,import,2023,Itália,17032069,272085,1
BR,import,2023,França,10758503,256642,17
BR,import,2023,Estados Unidos,10672423,274339,900
BR,import,2023,Reino Unido,5453557,73000,1
BR,import,2023,Estados Unidos,2534588,31085,11
BR,import,2023,Estados Unidos,1358529,27836,12
BR,import,2023,Itália,976034,9000,1
BR,import,2023,Estados Unidos,959244,1496,13
BR,import,2023,Japão,688257,17085,88
BR,import,2023,Canadá,651042,32289,30
BR,import,2023,Áustria,596333,9500,1
BR,import,2023,China,529163,53379,1972
BR,import,2023,Itália,402435,28500,2
BR,import,2023,Alemanha,328622,35437,183
BR,import,2023,China,287238,34523,37
BR,import,2023,Estados Unidos,202639,4286,2
BR,import,2023,França,202256,246,9
BR,import,2023,China,137779,30368,7920
BR,import,2023,Taiwan (Formosa),112226,6638,289
BR,import,2023,China,95602,7813,2609
