flow,year,municipio,uf,metricFOB,metricKG
export,2026,Itajaí,SC,11918004,237440
export,2026,Palhoça,SC,8692755,147400
export,2026,Curitiba,PR,3569292,101949
export,2026,Jaboatão dos Guararapes,PE,2780183,80550
export,2026,Guarujá,SP,1973788,46000
export,2026,Capitólio,MG,514263,17220
export,2026,Biguaçu,SC,200330,4750
export,2026,Manaus,AM,196115,15485
export,2026,Diadema,SP,170910,4000
export,2026,São José dos Pinhais,PR,145000,4900
export,2026,Santa Terezinha de Itaipu,PR,105048,1200
export,2026,Taboão da Serra,SP,67580,6122
export,2026,Foz do Iguaçu,PR,55921,3017
export,2026,Franca,SP,37212,1786
export,2026,Paulínia,SP,34262,1640
export,2026,Porto Velho,RO,22134,1800
export,2026,Macapá,AP,18850,2900
export,2026,Santo Antônio de Pádua,RJ,15350,759
export,2026,Pompéia,SP,13848,668
export,2026,Rio de Janeiro,RJ,10541,114
export,2026,Boa Vista,RR,9095,630
export,2026,Corumbá,MS,6276,180
export,2026,Guaíra,PR,2003,300
export,2026,São Paulo,SP,1714,15
export,2026,São Vicente,SP,1266,42
export,2026,Alvorada do Sul,PR,1225,288
export,2026,São Francisco do Sul,SC,432,5
export,2025,Palhoça,SC,18939757,337700
export,2025,Itajaí,SC,18399483,375548
export,2025,Jaboatão dos Guararapes,PE,6179561,187500
export,2025,Guarujá,SP,4145253,56836
export,2025,Curitiba,PR,3640394,127206
export,2025,São José dos Pinhais,PR,1021363,40750
export,2025,São Paulo,SP,892385,13077
export,2025,Vera Cruz,RS,626742,26100
export,2025,Capitólio,MG,603931,21465
export,2025,Queimados,RJ,593378,10500
export,2025,Diadema,SP,272581,10048
export,2025,Manaus,AM,220900,16994
export,2025,São José,SC,206937,4400
export,2025,Pederneiras,SP,122987,4500
export,2025,Rio de Janeiro,RJ,92508,106
export,2025,Boa Vista,RR,75058,8970
export,2025,Taboão da Serra,SP,68254,6722
export,2025,Franca,SP,65326,3072
export,2025,Balneário Camboriú,SC,62866,3190
export,2025,Foz do Iguaçu,PR,55120,3674
export,2025,Paulínia,SP,48154,2630
export,2025,Santo Antônio de Pádua,RJ,44755,2110
export,2025,Guararema,SP,40000,1850
export,2025,Atibaia,SP,38181,1082
export,2025,Tabatinga,AM,31575,710
export,2025,Francisco Beltrão,PR,28000,2400
export,2025,Porto Velho,RO,15842,1746
export,2025,Corumbá,MS,13103,618
export,2025,Pinhais,PR,13008,465
export,2025,Chuí,RS,9533,530
export,2025,Alvorada do Sul,PR,9470,2053
export,2025,Itaquaquecetuba,SP,7518,528
export,2025,Santana do Livramento,RS,7055,350
export,2025,São Vicente,SP,6700,592
export,2025,Ponta Porã,MS,2753,330
export,2025,Oiapoque,AP,2455,1000
export,2025,Pompéia,SP,787,50
export,2025,Tupã,SP,668,288
export,2025,Mazagão,AP,50,36
export,2025,Vila Velha,ES,0,0
export,2024,Itajaí,SC,26237273,550557
export,2024,Palhoça,SC,20432727,367200
export,2024,Jaboatão dos Guararapes,PE,7242600,241200
export,2024,São José dos Pinhais,PR,3198723,94481
export,2024,Curitiba,PR,2491832,79499
export,2024,Joinville,SC,1979976,28112
export,2024,Capitólio,MG,1249718,43814
export,2024,Guarujá,SP,1213043,15513
export,2024,São José,SC,928570,19550
export,2024,Santa Terezinha de Itaipu,PR,589333,8300
export,2024,Biguaçu,SC,431988,34000
export,2024,Diadema,SP,416529,9106
export,2024,Rio de Janeiro,RJ,350677,5315
export,2024,Cabo de Santo Agostinho,PE,321230,12000
export,2024,São Paulo,SP,172227,9092
export,2024,Atibaia,SP,146255,3179
export,2024,Manaus,AM,112626,11900
export,2024,Taboão da Serra,SP,88551,10366
export,2024,Pinhais,PR,81140,4623
export,2024,Vitória,ES,39942,2532
export,2024,Paulínia,SP,33696,1670
export,2024,Franca,SP,29277,1365
export,2024,Boa Vista,RR,24166,3955
export,2024,Porto Xavier,RS,21600,1050
export,2024,Oiapoque,AP,11646,950
export,2024,Corumbá,MS,8699,574
export,2024,Porto Seguro,BA,7333,530
export,2024,Pompéia,SP,7258,400
export,2024,Ponta Porã,MS,4317,300
export,2024,Pelotas,RS,3808,345
export,2024,Tabatinga,AM,3420,190
export,2024,Macapá,AP,3128,103
export,2024,Foz do Iguaçu,PR,2955,194
export,2024,Porto Velho,RO,2594,340
export,2024,Guajará-Mirim,RO,891,100
export,2024,Alvorada do Sul,PR,754,172
export,2024,São Francisco do Sul,SC,456,6
export,2023,Palhoça,SC,27290399,554164
export,2023,Itajaí,SC,24573565,546854
export,2023,Jaboatão dos Guararapes,PE,6691253,164600
export,2023,São José dos Pinhais,PR,2617628,65750
export,2023,Joinville,SC,1973161,36800
export,2023,Capitólio,MG,1083783,34163
export,2023,Itupeva,SP,778586,14961
export,2023,Curitiba,PR,553491,16750
export,2023,São José,SC,426090,8000
export,2023,Rio de Janeiro,RJ,417817,14689
export,2023,Atibaia,SP,387390,19370
export,2023,Biguaçu,SC,254074,10600
export,2023,Duque de Caxias,RJ,207100,4100
export,2023,São Carlos,SP,149250,131
export,2023,Pinhais,PR,132613,5508
export,2023,Manaus,AM,107059,12008
export,2023,Paulínia,SP,84769,4985
export,2023,Taboão da Serra,SP,72619,6187
export,2023,Queimados,RJ,55659,4120
export,2023,São Paulo,SP,51231,5887
export,2023,Oiapoque,AP,35788,4784
export,2023,Foz do Iguaçu,PR,27753,2816
export,2023,Franca,SP,27551,1349
export,2023,Vitória,ES,25200,216
export,2023,Porto Xavier,RS,18550,900
export,2023,Santos,SP,11996,127
export,2023,Guaíra,PR,9377,970
export,2023,Lauro de Freitas,BA,8947,590
export,2023,Corumbá,MS,8563,375
export,2023,São Vicente,SP,4790,350
export,2023,Caxias do Sul,RS,4588,272
export,2023,Porto Velho,RO,2753,240
export,2023,Marau,RS,2600,72
export,2023,Pompéia,SP,2060,102
export,2023,Pelotas,RS,1691,230
export,2023,Boa Vista,RR,769,100
export,2023,Salvador,BA,610,16
export,2022,Palhoça,SC,30405029,663093
export,2022,Itajaí,SC,18925433,513697
export,2022,Macapá,AP,2203274,64480
export,2022,Jaboatão dos Guararapes,PE,2031209,63550
export,2022,São José,SC,763463,21000
export,2022,Biguaçu,SC,558615,22500
export,2022,Atibaia,SP,457905,20215
export,2022,São José dos Pinhais,PR,369140,11200
export,2022,Cabo de Santo Agostinho,PE,350000,12800
export,2022,Rio de Janeiro,RJ,339714,3483
export,2022,Itupeva,SP,277941,5727
export,2022,Manaus,AM,134930,14548
export,2022,Curitiba,PR,116720,6895
export,2022,São Paulo,SP,76234,6131
export,2022,Paulínia,SP,71030,3765
export,2022,Porto Xavier,RS,65350,3800
export,2022,Franca,SP,53903,2431
export,2022,Taboão da Serra,SP,52684,4701
export,2022,Foz do Iguaçu,PR,30102,1669
export,2022,Oiapoque,AP,24358,3892
export,2022,Guarujá,SP,15496,440
export,2022,Guaíra,PR,14561,1240
export,2022,Boa Vista,RR,11811,90340
export,2022,Corumbá,MS,2214,96
export,2022,Pinhais,PR,1201,156
export,2022,Ponta Porã,MS,1169,80
export,2022,Santos,SP,707,9
export,2022,Pelotas,RS,623,110
export,2021,Palhoça,SC,18785761,482535
export,2021,Itajaí,SC,4373305,137743
export,2021,Jaboatão dos Guararapes,PE,1740639,87720
export,2021,Piçarras,SC,1413600,31000
export,2021,Guarujá,SP,798360,21000
export,2021,Rio de Janeiro,RJ,489177,15456
export,2021,Capitólio,MG,481000,15235
export,2021,São José,SC,181494,7300
export,2021,Venâncio Aires,RS,175096,11000
export,2021,Atibaia,SP,174333,5788
export,2021,Biguaçu,SC,151060,6600
export,2021,São Paulo,SP,144317,10023
export,2021,Foz do Iguaçu,PR,110488,18226
export,2021,Maceió,AL,95000,6300
export,2021,Santa Terezinha de Itaipu,PR,88915,3320
export,2021,Paulínia,SP,87486,5355
export,2021,Franca,SP,71770,3973
export,2021,Porto Xavier,RS,70300,4750
export,2021,Guaíra,PR,56558,4430
export,2021,Curitiba,PR,54657,3042
export,2021,Manaus,AM,52213,2925
export,2021,Taboão da Serra,SP,50892,4190
export,2021,Cabreúva,SP,41679,5500
export,2021,Serra,ES,39961,692
export,2021,Oiapoque,AP,38695,5486
export,2021,Boa Vista,RR,30717,3865
export,2021,Maringá,PR,20080,1240
export,2021,Pelotas,RS,13608,2449
export,2021,São José dos Pinhais,PR,11250,600
export,2021,Santa Rosa,RS,9450,480
export,2021,Araquari,SC,6531,168
export,2021,Macapá,AP,4944,1200
export,2021,Tabatinga,AM,4936,300
export,2021,São José dos Campos,SP,4900,91
export,2021,Guajará-Mirim,RO,4684,1200
export,2021,Guarulhos,SP,4330,162
export,2021,Portão,RS,3251,350
export,2021,Santos,SP,2977,328
export,2021,São Gonçalo do Amarante,CE,2338,117
export,2021,Ponta Porã,MS,2132,240
export,2021,Ribeirão Preto,SP,2040,24
export,2021,Jaguarão,RS,1439,90
export,2021,Tupã,SP,593,221
export,2021,Paranaguá,PR,57,2
export,2021,Vila Velha,ES,44,1
export,2020,Guarujá,SP,6056290,105500
export,2020,Palhoça,SC,5283398,165258
export,2020,Piçarras,SC,2499675,57400
export,2020,Itajaí,SC,2359455,57412
export,2020,Jaboatão dos Guararapes,PE,920500,45000
export,2020,Rio de Janeiro,RJ,267166,546
export,2020,Paulínia,SP,110229,7793
export,2020,Capitólio,MG,74619,3770
export,2020,São José dos Pinhais,PR,70538,3100
export,2020,Gavião Peixoto,SP,69392,198
export,2020,São Paulo,SP,62777,6147
export,2020,Atibaia,SP,57970,1579
export,2020,Oiapoque,AP,56416,5209
export,2020,Califórnia,PR,42644,2600
export,2020,Franca,SP,36594,2250
export,2020,Biguaçu,SC,34863,1350
export,2020,São José dos Campos,SP,33194,184
export,2020,Foz do Iguaçu,PR,29052,4714
export,2020,Guararema,SP,26720,980
export,2020,Tabatinga,AM,17603,995
export,2020,Curitiba,PR,13214,1206
export,2020,Vitória,ES,7977,395
export,2020,Porto Belo,SC,6596,252
export,2020,Porto Xavier,RS,6000,950
export,2020,Pelotas,RS,5518,815
export,2020,Macapá,AP,5123,950
export,2020,Tartarugalzinho,AP,2972,800
export,2020,Boa Vista,RR,996,80
export,2020,Pinhais,PR,556,34
export,2020,Santo Cristo,RS,376,80
export,2020,Vila Velha,ES,165,9
export,2019,Itajaí,SC,12505256,290400
export,2019,Guarujá,SP,6114883,119900
export,2019,Palhoça,SC,1887936,57330
export,2019,Uberlândia,MG,861180,36800
export,2019,Rio de Janeiro,RJ,505134,995
export,2019,Capitólio,MG,289300,13700
export,2019,Macapá,AP,263656,19495
export,2019,Jaboatão dos Guararapes,PE,215600,9800
export,2019,Paulínia,SP,176845,11005
export,2019,São José,SC,150000,5700
export,2019,Piçarras,SC,116340,3250
export,2019,Atibaia,SP,101462,2468
export,2019,São Paulo,SP,77745,7740
export,2019,Ponta Porã,MS,68911,4300
export,2019,Foz do Iguaçu,PR,68430,10176
export,2019,Biguaçu,SC,48454,2200
export,2019,Guararema,SP,21921,795
export,2019,São José dos Campos,SP,21072,51
export,2019,Gavião Peixoto,SP,19648,30
export,2019,Franca,SP,19456,1040
export,2019,Boa Vista,RR,7723,380
export,2019,Manaus,AM,7045,750
export,2019,Porto Xavier,RS,6480,570
export,2019,Goiânia,GO,5400,34
export,2019,Macaé,RJ,914,108
export,2019,Santarém,PA,108,131
export,2018,Itajaí,SC,8397556,198410
export,2018,Guarujá,SP,3048716,51000
export,2018,Palhoça,SC,2906375,71345
export,2018,Joinville,SC,1704462,40463
export,2018,São Paulo,SP,1163069,32509
export,2018,Santa Cruz do Sul,RS,452785,13000
export,2018,Rio de Janeiro,RJ,242786,490
export,2018,Angra dos Reis,RJ,242647,8000
export,2018,São José,SC,147221,7100
export,2018,São Francisco do Sul,SC,84000,920
export,2018,Paulínia,SP,77178,4860
export,2018,Manaus,AM,70086,4735
export,2018,Atibaia,SP,69443,2185
export,2018,Foz do Iguaçu,PR,65080,11218
export,2018,São Roque,SP,63000,3500
export,2018,Flores da Cunha,RS,47635,3700
export,2018,Guararema,SP,46672,1008
export,2018,Rio Largo,AL,44345,3460
export,2018,Biguaçu,SC,43327,2550
export,2018,Jaboatão dos Guararapes,PE,41378,4900
export,2018,Capitólio,MG,28550,2300
export,2018,Curitiba,PR,26046,2725
export,2018,Porto Xavier,RS,20850,1350
export,2018,São José dos Campos,SP,16817,121
export,2018,Franca,SP,14525,758
export,2018,Santa Rosa,RS,10890,1050
export,2018,Tabatinga,AM,9502,600
export,2018,Guaíra,PR,2158,400
export,2018,São Caetano do Sul,SP,2042,6
export,2018,Guajará-Mirim,RO,1686,140
export,2018,Pompéia,SP,1035,102
export,2017,Itajaí,SC,9452621,229398
export,2017,Palhoça,SC,2498930,75827
export,2017,Joinville,SC,2337258,92427
export,2017,Angra dos Reis,RJ,1473281,46950
export,2017,São Paulo,SP,982309,46819
export,2017,Guarujá,SP,870000,16000
export,2017,Rio de Janeiro,RJ,287500,836
export,2017,São Bernardo do Campo,SP,195000,5100
export,2017,Paulínia,SP,193462,12705
export,2017,Manaus,AM,128201,8980
export,2017,Foz do Iguaçu,PR,99102,10580
export,2017,Jaboatão dos Guararapes,PE,85000,4900
export,2017,Curitiba,PR,75792,6904
export,2017,Recife,PE,70194,2600
export,2017,Biguaçu,SC,68678,3850
export,2017,Vitória,ES,52270,7740
export,2017,Atibaia,SP,45476,1519
export,2017,Santa Rosa,RS,44762,2720
export,2017,Pompéia,SP,18688,1305
export,2017,São José dos Campos,SP,17763,130
export,2017,São Miguel do Oeste,SC,13636,1200
export,2017,Corumbá,MS,6423,945
export,2017,Guaíra,PR,4056,630
export,2016,Itajaí,SC,9061082,212330
export,2016,Palhoça,SC,3823084,101378
export,2016,São Paulo,SP,3160950,94214
export,2016,Manaus,AM,1487550,55749
export,2016,Brasília,DF,1418000,48000
export,2016,Angra dos Reis,RJ,1298367,41580
export,2016,Joinville,SC,1250008,55352
export,2016,Rio de Janeiro,RJ,1238936,30626
export,2016,Biguaçu,SC,292923,14898
export,2016,São Bernardo do Campo,SP,164747,4885
export,2016,Florianópolis,SC,115000,63000
export,2016,Paulínia,SP,110609,6383
export,2016,Campinas,SP,89044,4789
export,2016,Jaboatão dos Guararapes,PE,50000,3300
export,2016,Foz do Iguaçu,PR,47607,5482
export,2016,São José dos Campos,SP,45751,424
export,2016,Videira,SC,42103,4500
export,2016,Curitiba,PR,40562,3290
export,2016,Franca,SP,24830,1530
export,2016,Corumbá,MS,22287,2500
export,2016,Epitaciolândia,AC,12543,584
export,2016,Guaíra,PR,10573,1280
export,2016,Guajará-Mirim,RO,9042,400
export,2016,Pompéia,SP,2692,195
export,2016,Gaspar,SC,1670,110
export,2016,Santana do Livramento,RS,527,85
export,2016,Exterior,EX,142,150
export,2015,Itajaí,SC,3094531,71021
export,2015,Maceió,AL,2361488,60810
export,2015,Macapá,AP,1850000,32000
export,2015,Angra dos Reis,RJ,847172,22600
export,2015,Palhoça,SC,292530,8122
export,2015,Rio de Janeiro,RJ,214450,1107
export,2015,Curitiba,PR,120465,5400
export,2015,Atibaia,SP,94657,3224
export,2015,Campinas,SP,89539,3760
export,2015,São José dos Campos,SP,53638,316
export,2015,São Bernardo do Campo,SP,51370,1750
export,2015,Paulínia,SP,44247,2528
export,2015,Biguaçu,SC,39360,1540
export,2015,Joinville,SC,27000,1850
export,2015,Foz do Iguaçu,PR,19984,2157
export,2015,São José dos Pinhais,PR,11000,20
export,2015,Corumbá,MS,10907,540
export,2015,Guarulhos,SP,5400,90
export,2015,Guaíra,PR,3903,300
export,2015,Pompéia,SP,3521,202
export,2015,Recife,PE,2705,150
export,2015,Guajará-Mirim,RO,2664,100
export,2015,São Paulo,SP,1709,64
export,2015,Jaguarão,RS,1527,120
export,2015,Barueri,SP,22,21
export,2014,Angra dos Reis,RJ,1000986,28250
export,2014,Biguaçu,SC,228055,9170
export,2014,São José dos Pinhais,PR,168139,6720
export,2014,Rio de Janeiro,RJ,152952,501
export,2014,Atibaia,SP,126376,3948
export,2014,Palhoça,SC,117000,3200
export,2014,Campinas,SP,106171,5105
export,2014,São José dos Campos,SP,69212,178
export,2014,Macaé,RJ,22542,85
export,2014,Pompéia,SP,20455,1041
export,2014,Franca,SP,20188,795
export,2014,Corumbá,MS,16464,1440
export,2014,Penápolis,SP,15400,116
export,2014,Guaíra,PR,9606,520
export,2014,São João da Boa Vista,SP,6464,270
export,2014,Camaçari,BA,5634,138
export,2014,Foz do Iguaçu,PR,4762,420
export,2014,Ferraz de Vasconcelos,SP,1388,122
export,2014,Niterói,RJ,1345,60
export,2014,Manaus,AM,489,40
export,2014,Ponta Porã,MS,357,7
export,2014,Santa Cruz do Sul,RS,121,22
export,2014,Botucatu,SP,13,1
export,2013,Macaé,RJ,421198,283
export,2013,Atibaia,SP,320834,9729
export,2013,Itajaí,SC,266350,15646
export,2013,Angra dos Reis,RJ,198733,5400
export,2013,Rio de Janeiro,RJ,130250,829
export,2013,Campinas,SP,114514,5050
export,2013,Pompéia,SP,113537,5963
export,2013,São José dos Campos,SP,112886,366
export,2013,Joinville,SC,100757,3744
export,2013,Belo Horizonte,MG,49957,569
export,2013,Foz do Iguaçu,PR,44933,2960
export,2013,Franca,SP,31268,1162
export,2013,Paulínia,SP,26606,1550
export,2013,São José dos Pinhais,PR,13791,465
export,2013,Capitólio,MG,10920,2050
export,2013,Santos,SP,7875,400
export,2013,Corumbá,MS,4472,350
export,2013,São Paulo,SP,3654,155
export,2013,Gavião Peixoto,SP,1880,11
export,2013,Cascavel,PR,1794,279
export,2013,Ananindeua,PA,1610,1000
export,2013,Santa Cruz do Sul,RS,472,49
export,2013,Santarém,PA,242,85
export,2013,Caxias do Sul,RS,240,38
export,2012,Fortaleza,CE,7050000,329940
export,2012,São José dos Campos,SP,299167,671
export,2012,Rio de Janeiro,RJ,166691,951
export,2012,Itajaí,SC,147950,8523
export,2012,Pompéia,SP,109834,5991
export,2012,Campinas,SP,70422,3017
export,2012,Guaíra,PR,62336,3525
export,2012,Foz do Iguaçu,PR,20972,2400
export,2012,Santos,SP,19767,500
export,2012,Atibaia,SP,13252,1877
export,2012,Cariacica,ES,3657,54
export,2012,Gavião Peixoto,SP,2080,11
export,2012,Jaguarão,RS,1574,90
export,2012,São Paulo,SP,304,20
export,2012,Ferraz de Vasconcelos,SP,186,2
export,2011,Itajaí,SC,403499,24818
export,2011,Rio de Janeiro,RJ,191492,824
export,2011,São José dos Campos,SP,171793,606
export,2011,Palhoça,SC,154342,6300
export,2011,Pompéia,SP,72571,3796
export,2011,Jaboatão dos Guararapes,PE,70000,3000
export,2011,Penápolis,SP,52500,400
export,2011,Atibaia,SP,45108,2829
export,2011,Santa Terezinha de Itaipu,PR,35121,1673
export,2011,Campinas,SP,33658,1540
export,2011,São Paulo,SP,5849,29
export,2011,Macaé,RJ,1464,2
export,2010,Angra dos Reis,RJ,10500000,127000
export,2010,Guarujá,SP,10277182,105380
export,2010,Fortaleza,CE,5134600,139000
export,2010,Santo André,SP,690353,63520
export,2010,Itajaí,SC,476478,27593
export,2010,Palhoça,SC,393082,23600
export,2010,Barueri,SP,264000,7545
export,2010,Atibaia,SP,204181,9881
export,2010,São José dos Campos,SP,194012,650
export,2010,Rio de Janeiro,RJ,83729,882
export,2010,Cabedelo,PB,82318,5500
export,2010,Rio Largo,AL,69614,2500
export,2010,Pompéia,SP,59156,3438
export,2010,São Bernardo do Campo,SP,55822,850
export,2010,Santa Terezinha de Itaipu,PR,42708,2306
export,2010,Jaboatão dos Guararapes,PE,39687,4315
export,2010,Campinas,SP,30823,1680
export,2010,São Paulo,SP,24154,1491
export,2010,Curitiba,PR,12086,550
export,2010,Colombo,PR,3600,25
export,2010,Jundiaí,SP,2647,12
export,2010,Santa Cruz do Sul,RS,2262,363
export,2010,Ribeirão Preto,SP,1000,13
export,2010,Brasiléia,AC,637,35
export,2010,São José dos Pinhais,PR,99,23
import,2026,Joinville,SC,71336993,2998840
import,2026,Macapá,AP,9852917,81188
import,2026,Salvador,BA,2999151,47295
import,2026,Itajaí,SC,1526801,48859
import,2026,Guaratuba,PR,1428467,30369
import,2026,Manaus,AM,1326258,21077
import,2026,Toledo,MG,657411,11948
import,2026,Entre Rios,BA,636720,10650
import,2026,Rio de Janeiro,RJ,497076,3206
import,2026,Cabedelo,PB,419144,9144
import,2026,São Paulo,SP,223604,4193
import,2026,Capitólio,MG,150835,10766
import,2026,Maceió,AL,143535,4128
import,2026,Alpinópolis,MG,83593,18480
import,2026,Contagem,MG,72936,26151
import,2026,Santana de Parnaíba,SP,51899,11850
import,2026,Porto Velho,RO,46614,2496
import,2026,Florianópolis,SC,38795,223
import,2026,Embu,SP,38529,4595
import,2026,Lajeado,RS,35133,417
import,2026,Americana,SP,35111,4241
import,2026,Curitiba,PR,29990,2911
import,2026,Extrema,MG,28304,9177
import,2026,São José,SC,16504,5057
import,2026,Belém,PA,16014,37
import,2026,Navegantes,SC,15990,4737
import,2026,São Gonçalo,RJ,13806,2510
import,2026,Guarulhos,SP,12500,139
import,2026,Botucatu,SP,12052,111
import,2026,Bonito,MS,11995,306
import,2026,João Pessoa,PB,9480,1274
import,2026,Angra dos Reis,RJ,9321,84
import,2026,Palhoça,SC,6943,426
import,2026,Santa Terezinha de Itaipu,PR,4451,552
import,2026,Paulínia,SP,4295,1295
import,2026,Nova Roma do Sul,RS,3162,404
import,2026,São Caetano do Sul,SP,2536,854
import,2026,Boa Vista,RR,1354,134
import,2026,Santo Antônio da Platina,PR,760,65
import,2026,Ponte Nova,MG,655,313
import,2026,Araquari,SC,591,299
import,2026,Indaial,SC,445,287
import,2026,Dionísio Cerqueira,SC,260,89
import,2025,Joinville,SC,101692785,4052802
import,2025,Itajaí,SC,15928700,426104
import,2025,Macapá,AP,9465199,143157
import,2025,Rio de Janeiro,RJ,1319382,18332
import,2025,Guaratuba,PR,1157634,26580
import,2025,Maceió,AL,853358,19794
import,2025,Palhoça,SC,490646,9632
import,2025,Entre Rios,BA,477895,13930
import,2025,São Paulo,SP,438464,47040
import,2025,Cabedelo,PB,337808,10554
import,2025,Toledo,MG,283504,4820
import,2025,Curitiba,PR,205424,10235
import,2025,Manaus,AM,147946,5279
import,2025,Florianópolis,SC,70000,16531
import,2025,Capitólio,MG,68940,1516
import,2025,Alpinópolis,MG,67500,15597
import,2025,Araquari,SC,67266,168
import,2025,São José,SC,66772,20773
import,2025,Embu,SP,65027,7609
import,2025,Extrema,MG,48438,15819
import,2025,Vitória,ES,33990,204
import,2025,Americana,SP,31889,3170
import,2025,Aparecida de Goiânia,GO,29972,994
import,2025,Porto Alegre,RS,29926,327
import,2025,Navegantes,SC,26676,6345
import,2025,São Gonçalo,RJ,24163,4393
import,2025,Cairu,BA,24000,1000
import,2025,Contagem,MG,19216,7840
import,2025,São José dos Campos,SP,12524,20
import,2025,Porto Velho,RO,11488,2225
import,2025,Boa Vista,RR,9939,109
import,2025,Cariacica,ES,7055,888
import,2025,Maraú,BA,7041,24
import,2025,Recife,PE,5000,874
import,2025,Paulínia,SP,3255,926
import,2025,Ouro Fino,MG,3255,305
import,2025,Lajeado,RS,2602,57
import,2025,São Bernardo do Campo,SP,2146,356
import,2025,São Caetano do Sul,SP,2117,787
import,2025,Belo Horizonte,MG,1142,413
import,2025,Fortaleza,CE,924,330
import,2025,Ribeirão Pires,SP,698,110
import,2025,Linhares,ES,558,39
import,2025,Pompéia,SP,508,165
import,2025,Camboriú,SC,279,78
import,2025,Maringá,PR,152,50
import,2025,São José dos Pinhais,PR,51,53
import,2024,Joinville,SC,134361868,4940247
import,2024,Macapá,AP,11352521,191618
import,2024,Rio de Janeiro,RJ,3015449,35337
import,2024,Entre Rios,BA,2758627,48291
import,2024,Itajaí,SC,1896939,58178
import,2024,Capitólio,MG,1846775,42483
import,2024,Cabedelo,PB,1470779,57601
import,2024,Maceió,AL,1380095,30378
import,2024,Vitória,ES,769554,23645
import,2024,Niterói,RJ,578158,22624
import,2024,Salvador,BA,435428,12350
import,2024,São Paulo,SP,386937,5314
import,2024,Porto Velho,RO,279078,3500
import,2024,Extrema,MG,191668,59183
import,2024,Palhoça,SC,182304,4492
import,2024,Curitiba,PR,176177,8210
import,2024,Manaus,AM,166326,30803
import,2024,Araquari,SC,100644,475
import,2024,Franca,SP,69300,8386
import,2024,São José,SC,64478,2725
import,2024,Florianópolis,SC,60086,102386
import,2024,Embu,SP,53671,5022
import,2024,Barueri,SP,31755,1142
import,2024,Porto Alegre,RS,30761,1039
import,2024,Ribeirão Pires,SP,24126,7100
import,2024,Santa Terezinha de Itaipu,PR,23405,1210
import,2024,Cotia,SP,23181,1800
import,2024,Lajeado,RS,20570,567
import,2024,Linhares,ES,20188,1800
import,2024,Pomerode,SC,20076,652
import,2024,Queimados,RJ,19938,1333
import,2024,Cariacica,ES,18571,447
import,2024,Criciúma,SC,18444,564
import,2024,Americana,SP,18387,2627
import,2024,Alpinópolis,MG,16000,3000
import,2024,Caruaru,PE,14699,721
import,2024,Ponte Nova,MG,13792,4758
import,2024,São Bernardo do Campo,SP,13303,283
import,2024,São José dos Pinhais,PR,8898,3641
import,2024,Campinas,SP,7504,148
import,2024,Ipojuca,PE,6721,1900
import,2024,São José dos Campos,SP,4664,11
import,2024,Duque de Caxias,RJ,4282,35
import,2024,Salinópolis,PA,3868,241
import,2024,Serra,ES,3480,408
import,2024,Santos,SP,3269,180
import,2024,Mairiporã,SP,1987,160
import,2024,Paulínia,SP,1683,569
import,2024,Brasília,DF,610,78
import,2024,Palmas,TO,460,109
import,2024,Maringá,PR,358,95
import,2024,Santana,AP,183,42
import,2024,São Caetano do Sul,SP,62,22
import,2024,Porto Seguro,BA,30,5
import,2023,Joinville,SC,91156738,3335819
import,2023,Itajaí,SC,26862237,507068
import,2023,Macapá,AP,7882513,116234
import,2023,Salvador,BA,6452043,143679
import,2023,Entre Rios,BA,4319536,113264
import,2023,Rio de Janeiro,RJ,2055839,34067
import,2023,Cabedelo,PB,1926507,48963
import,2023,Guarulhos,SP,959244,1496
import,2023,Maceió,AL,647428,13668
import,2023,Santana de Parnaíba,SP,514100,5115
import,2023,Niterói,RJ,356445,16625
import,2023,Curitiba,PR,315311,45598
import,2023,Capitólio,MG,242638,31010
import,2023,Manaus,AM,203738,4459
import,2023,São Paulo,SP,136863,12787
import,2023,Jaboatão dos Guararapes,PE,118589,2624
