grupo,flow,year,country,metricFOB,metricKG
cap03,export,2026,Costa do Marfim,5402663,3728770
cap03,export,2026,Estados Unidos,4980731,1459591
cap03,export,2026,Taiwan (Formosa),1963457,120228
cap03,export,2026,Gabão,1639210,949323
cap03,export,2026,China,1315560,768360
cap03,export,2026,Canadá,943471,222084
cap03,export,2026,Congo,882461,613659
cap03,export,2026,Libéria,870041,552998
cap03,export,2026,Nigéria,850699,606145
cap03,export,2026,Guiné,509424,345037
cap03,export,2026,Gana,460620,289805
cap03,export,2026,Burkina Faso,413910,324000
cap03,export,2026,Senegal,370576,233515
cap03,export,2026,Vietnã,243138,66888
cap03,export,2026,Togo,239694,153370
cap03,export,2026,Argentina,207901,85362
cap03,export,2026,Hong Kong,192924,28089
cap03,export,2026,"Congo, República Democrática",178766,108482
cap03,export,2026,Bangladesh,151839,155795
cap03,export,2026,Camarões,148542,106900
cap03,export,2026,"Norfolk, Ilha",144628,41732
cap03,export,2026,Panamá,134668,86159
cap03,export,2026,Emirados Árabes Unidos,126502,28588
cap03,export,2026,Espanha,109167,8287
cap03,export,2026,Coreia do Sul,104167,34226
cap03,export,2026,Namíbia,100606,73830
cap03,export,2026,Guiné Equatorial,89100,54000
cap03,export,2026,México,75740,21640
cap03,export,2026,Moçambique,49350,27000
cap03,export,2026,Malásia,42180,36423
cap03,export,2026,Benin,40000,24795
cap03,export,2026,Singapura,35903,3926
cap03,export,2026,"Marshall, Ilhas",35648,6209
cap03,export,2026,Peru,30000,26220
cap03,export,2026,Bahamas,20931,2552
cap03,export,2026,Alemanha,9631,69
cap03,export,2026,Malta,8217,1528
cap03,export,2026,Japão,5776,170
cap03,export,2026,Itália,4800,30
cap03,export,2026,Dinamarca,3019,495
cap03,export,2026,Antígua e Barbuda,2737,399
cap03,export,2026,Grécia,2406,340
cap03,export,2026,Noruega,2398,356
cap03,export,2026,Portugal,2335,314
cap03,export,2026,Reino Unido,1731,255
cap03,export,2026,Chipre,793,229
cap03,export,2026,Barbados,516,129
cap03,export,2026,Palau,252,39
cap03,export,2026,"Cayman, Ilhas",168,35
cap03,export,2026,Serra Leoa,153,45
cap03,export,2026,Países Baixos (Holanda),132,50
cap03,export,2025,Estados Unidos,9201201,2624425
cap03,export,2025,Gabão,4469999,2597380
cap03,export,2025,Taiwan (Formosa),3921243,194478
cap03,export,2025,China,2732539,1121207
cap03,export,2025,Guiné,1569766,1357064
cap03,export,2025,Costa do Marfim,1569458,1248217
cap03,export,2025,Canadá,1421812,425865
cap03,export,2025,Libéria,1307884,1097202
cap03,export,2025,Congo,1058844,749552
cap03,export,2025,Coreia do Sul,884189,253306
cap03,export,2025,"Congo, República Democrática",695343,505360
cap03,export,2025,Equador,691085,22950
cap03,export,2025,Vietnã,366053,129050
cap03,export,2025,Argentina,334250,140454
cap03,export,2025,Japão,256034,5455
cap03,export,2025,Gana,220877,182742
cap03,export,2025,Hong Kong,209528,4008
cap03,export,2025,Senegal,206406,153461
cap03,export,2025,Colômbia,166554,22005
cap03,export,2025,"Norfolk, Ilha",94378,45564
cap03,export,2025,Nigéria,87842,52600
cap03,export,2025,Togo,83085,53260
cap03,export,2025,Camarões,80458,79545
cap03,export,2025,Malásia,74200,49310
cap03,export,2025,Benin,70589,51905
cap03,export,2025,Panamá,57240,9317
cap03,export,2025,Bahamas,50692,5690
cap03,export,2025,República Dominicana,47800,25155
cap03,export,2025,Guiné Equatorial,45900,27000
cap03,export,2025,"Marshall, Ilhas",44854,8302
cap03,export,2025,Emirados Árabes Unidos,28974,25870
cap03,export,2025,Singapura,26117,2773
cap03,export,2025,República Centro-Africana,24575,22755
cap03,export,2025,Noruega,15039,2120
cap03,export,2025,Malta,14505,2743
cap03,export,2025,Alemanha,6308,136
cap03,export,2025,Chipre,5526,1462
cap03,export,2025,França,4885,31
cap03,export,2025,Filipinas,4876,295
cap03,export,2025,Barbados,4291,787
cap03,export,2025,Grécia,3285,790
cap03,export,2025,Turquia,2632,375
cap03,export,2025,Portugal,2211,402
cap03,export,2025,Tanzânia,2173,322
cap03,export,2025,Suíça,2030,224
cap03,export,2025,Países Baixos (Holanda),1484,245
cap03,export,2025,Reino Unido,1424,312
cap03,export,2025,Antígua e Barbuda,1210,141
cap03,export,2025,Bangladesh,955,360
cap03,export,2025,Índia,876,90
cap03,export,2025,Dinamarca,868,130
cap03,export,2025,São Cristóvão e Névis,474,140
cap03,export,2025,Curaçao,336,35
cap03,export,2025,"Cayman, Ilhas",322,80
cap03,export,2025,Ilha de Man,182,20
cap03,export,2025,Comores,137,20
cap03,export,2025,San Marino,47,15
cap03,export,2024,Estados Unidos,13167104,3568470
cap03,export,2024,Taiwan (Formosa),5117505,251214
cap03,export,2024,Coreia do Sul,2135655,573210
cap03,export,2024,Gabão,1933288,1114560
cap03,export,2024,Costa do Marfim,1100828,968423
cap03,export,2024,Canadá,494393,190039
cap03,export,2024,Libéria,395069,359355
cap03,export,2024,"Congo, República Democrática",369707,271590
cap03,export,2024,Congo,368939,313104
cap03,export,2024,China,366246,128686
cap03,export,2024,Togo,339870,263025
cap03,export,2024,"Norfolk, Ilha",339600,109877
cap03,export,2024,Guiné Equatorial,287210,160030
cap03,export,2024,Guiné,218945,135137
cap03,export,2024,El Salvador,156099,103574
cap03,export,2024,Vietnã,148460,52000
cap03,export,2024,Argentina,143325,73500
cap03,export,2024,Hong Kong,115138,2616
cap03,export,2024,Reino Unido,91184,22010
cap03,export,2024,Marrocos,87680,23230
cap03,export,2024,"Marshall, Ilhas",55325,10938
cap03,export,2024,Panamá,50708,9340
cap03,export,2024,Camarões,50555,52780
cap03,export,2024,Singapura,49158,27081
cap03,export,2024,Gana,48661,27034
cap03,export,2024,Malásia,47080,23940
cap03,export,2024,Benin,42545,28000
cap03,export,2024,Bangladesh,30850,27000
cap03,export,2024,Alemanha,22957,525
cap03,export,2024,Comores,21136,27000
cap03,export,2024,Moçambique,20790,27000
cap03,export,2024,Bahamas,12321,2561
cap03,export,2024,Japão,8595,71
cap03,export,2024,Malta,6657,1388
cap03,export,2024,Áustria,5400,32
cap03,export,2024,Noruega,4681,1029
cap03,export,2024,Grécia,3326,508
cap03,export,2024,Chipre,3193,815
cap03,export,2024,Bulgária,2941,320
cap03,export,2024,Antígua e Barbuda,1805,271
cap03,export,2024,Suíça,1460,166
cap03,export,2024,Ilha de Man,1362,285
cap03,export,2024,Índia,797,150
cap03,export,2024,Gibraltar,636,80
cap03,export,2024,Portugal,617,70
cap03,export,2024,Barbados,598,109
cap03,export,2024,Catar,591,190
cap03,export,2024,Filipinas,476,100
cap03,export,2024,"Cook, Ilhas",361,120
cap03,export,2024,Emirados Árabes Unidos,347,70
cap03,export,2024,Dinamarca,295,60
cap03,export,2024,Polônia,188,16
cap03,export,2024,Turquia,141,40
cap03,export,2024,Serra Leoa,62,20
cap03,export,2024,Chile,38,4
cap03,export,2023,Estados Unidos,11907546,3455699
cap03,export,2023,Coreia do Sul,2488004,634502
cap03,export,2023,Taiwan (Formosa),1975033,87129
cap03,export,2023,Costa do Marfim,1479305,1635280
cap03,export,2023,Gabão,1358999,773451
cap03,export,2023,Camarões,1312912,1105141
cap03,export,2023,China,896707,443287
cap03,export,2023,Reino Unido,577856,532813
cap03,export,2023,Libéria,473022,378397
cap03,export,2023,Togo,462575,420435
cap03,export,2023,"Congo, República Democrática",397552,261215
cap03,export,2023,Benin,371250,297000
cap03,export,2023,Peru,324920,200761
cap03,export,2023,Congo,316252,214565
cap03,export,2023,Canadá,219514,62517
cap03,export,2023,Argentina,216751,109991
cap03,export,2023,Hong Kong,209731,20939
cap03,export,2023,Marrocos,182634,168044
cap03,export,2023,Emirados Árabes Unidos,149865,121020
cap03,export,2023,Malásia,97847,40605
cap03,export,2023,Uruguai,95312,104855
cap03,export,2023,Guiné Equatorial,90800,52290
cap03,export,2023,Angola,83538,26550
cap03,export,2023,Gana,79850,80000
cap03,export,2023,Antígua e Barbuda,51569,21865
cap03,export,2023,São Cristóvão e Névis,44193,19263
cap03,export,2023,Japão,43767,520
cap03,export,2023,Guiné,42605,25840
cap03,export,2023,Singapura,41164,3925
cap03,export,2023,Panamá,35180,7775
cap03,export,2023,"Marshall, Ilhas",34794,7905
cap03,export,2023,Colômbia,29294,18122
cap03,export,2023,Portugal,18207,2844
cap03,export,2023,Bahamas,12402,2400
cap03,export,2023,Alemanha,8820,334
cap03,export,2023,Paraguai,8617,5400
cap03,export,2023,Chipre,6821,1759
cap03,export,2023,Malta,6175,1547
cap03,export,2023,Noruega,4353,1065
cap03,export,2023,Itália,2888,51
cap03,export,2023,Israel,2600,51
cap03,export,2023,Grécia,2401,619
cap03,export,2023,Suíça,2246,394
cap03,export,2023,Dinamarca,1406,206
cap03,export,2023,Barbados,1320,98
cap03,export,2023,Países Baixos (Holanda),1083,701
cap03,export,2023,Vanuatu,885,120
cap03,export,2023,"Cook, Ilhas",835,79
cap03,export,2023,"Cayman, Ilhas",727,78
cap03,export,2023,Belize,691,112
cap03,export,2023,Palau,385,45
cap03,export,2023,Tailândia,326,60
cap03,export,2023,Croácia,206,34
cap03,export,2023,Polônia,182,23
cap03,export,2023,Índia,161,60
cap03,export,2022,Estados Unidos,10261163,2949474
cap03,export,2022,Taiwan (Formosa),5286049,156520
cap03,export,2022,Coreia do Sul,2742816,784471
cap03,export,2022,Gabão,1588320,967793
cap03,export,2022,Hong Kong,1465891,67637
cap03,export,2022,Costa do Marfim,1409232,1388496
cap03,export,2022,China,1222374,573704
cap03,export,2022,Togo,710540,589958
cap03,export,2022,Congo,540655,375755
cap03,export,2022,"Congo, República Democrática",493690,311195
cap03,export,2022,Libéria,487175,435132
cap03,export,2022,Colômbia,453052,102638
cap03,export,2022,Camarões,383961,285013
cap03,export,2022,Uruguai,380713,303000
cap03,export,2022,Argentina,328783,161562
cap03,export,2022,Canadá,212278,62933
cap03,export,2022,Nigéria,95736,53510
cap03,export,2022,Benin,93737,103288
cap03,export,2022,Japão,92007,851
cap03,export,2022,Malásia,51352,21669
cap03,export,2022,Marrocos,50942,55962
cap03,export,2022,"Marshall, Ilhas",48765,9072
cap03,export,2022,Panamá,24965,5226
cap03,export,2022,Singapura,22122,1658
cap03,export,2022,Israel,9770,44
cap03,export,2022,Bahamas,9716,1499
cap03,export,2022,Noruega,6341,946
cap03,export,2022,Malta,4526,1007
cap03,export,2022,Alemanha,3470,126
cap03,export,2022,Itália,2979,64
cap03,export,2022,Reino Unido,2977,620
cap03,export,2022,Dinamarca,2602,305
cap03,export,2022,Portugal,2088,250
cap03,export,2022,Países Baixos (Holanda),1893,380
cap03,export,2022,Belize,1810,143
cap03,export,2022,Irã,1644,161
cap03,export,2022,"Cayman, Ilhas",1572,239
cap03,export,2022,Vietnã,1539,200
cap03,export,2022,Chipre,1475,253
cap03,export,2022,Antígua e Barbuda,1354,221
cap03,export,2022,Irlanda,1187,210
cap03,export,2022,Barbados,1115,197
cap03,export,2022,Filipinas,1086,150
cap03,export,2022,São Vicente e Granadinas,815,142
cap03,export,2022,Grécia,814,190
cap03,export,2022,"Cocos (Keeling), Ilhas",744,94
cap03,export,2022,Suíça,703,101
cap03,export,2022,Arábia Saudita,650,82
cap03,export,2022,Ilha de Man,350,30
cap03,export,2022,Índia,297,55
cap03,export,2022,Tailândia,233,85
cap03,export,2022,Chile,58,7
cap03,export,2021,Estados Unidos,7543888,2119611
cap03,export,2021,Coreia do Sul,3733321,1077025
cap03,export,2021,Taiwan (Formosa),3124277,112784
cap03,export,2021,Hong Kong,1529227,118631
cap03,export,2021,China,842878,232834
cap03,export,2021,Congo,600989,449537
cap03,export,2021,Gabão,533227,341185
cap03,export,2021,Libéria,420510,384531
cap03,export,2021,Argentina,365579,194328
cap03,export,2021,Senegal,322333,70175
cap03,export,2021,"Congo, República Democrática",192419,130420
cap03,export,2021,Japão,163441,1332
cap03,export,2021,Serra Leoa,149936,176685
cap03,export,2021,Canadá,135372,47915
cap03,export,2021,Togo,107499,78900
cap03,export,2021,Chile,65164,12539
cap03,export,2021,Marrocos,60790,56012
cap03,export,2021,Camarões,56795,54090
cap03,export,2021,Uruguai,54025,20865
cap03,export,2021,Malásia,45079,23380
cap03,export,2021,Guiné Equatorial,43725,26500
cap03,export,2021,Gana,37100,26300
cap03,export,2021,Panamá,35553,7027
cap03,export,2021,"Marshall, Ilhas",25493,5064
cap03,export,2021,Singapura,17416,2489
cap03,export,2021,Israel,15531,55
cap03,export,2021,Bahamas,9643,1915
cap03,export,2021,Malta,5982,1091
cap03,export,2021,Noruega,5528,949
cap03,export,2021,Países Baixos (Holanda),5396,264
cap03,export,2021,Alemanha,4112,730
cap03,export,2021,Polônia,2086,185
cap03,export,2021,Filipinas,1312,285
cap03,export,2021,Ilha de Man,1205,217
cap03,export,2021,Curaçao,1055,162
cap03,export,2021,Dinamarca,1046,178
cap03,export,2021,Chipre,967,298
cap03,export,2021,Reino Unido,899,189
cap03,export,2021,Portugal,839,122
cap03,export,2021,Irã,593,72
cap03,export,2021,"Cayman, Ilhas",427,90
cap03,export,2021,Grécia,344,112
cap03,export,2021,Vanuatu,232,33
cap03,export,2021,Itália,210,78
cap03,export,2021,Antígua e Barbuda,180,39
cap03,export,2021,Turquia,119,30
cap03,export,2020,Estados Unidos,6805461,1964461
cap03,export,2020,Coreia do Sul,4232566,1110196
cap03,export,2020,Taiwan (Formosa),2046235,83509
cap03,export,2020,Hong Kong,1088555,179591
cap03,export,2020,Gabão,678266,473740
cap03,export,2020,China,613463,178873
cap03,export,2020,Congo,551634,447275
cap03,export,2020,Argentina,508161,181698
cap03,export,2020,Vietnã,362342,196170
cap03,export,2020,Libéria,345008,379408
cap03,export,2020,Senegal,299330,72010
cap03,export,2020,Egito,283390,310455
cap03,export,2020,Costa do Marfim,227935,247869
cap03,export,2020,Nigéria,208070,208070
cap03,export,2020,Camarões,168880,129770
cap03,export,2020,Nova Zelândia,163945,17500
cap03,export,2020,Togo,147252,129485
cap03,export,2020,Gana,130519,126840
cap03,export,2020,"Congo, República Democrática",111188,80040
cap03,export,2020,Suriname,96143,78900
cap03,export,2020,Peru,84126,18480
cap03,export,2020,Singapura,81264,48183
cap03,export,2020,Tailândia,68169,25000
cap03,export,2020,Uruguai,65025,76500
cap03,export,2020,Malásia,27008,20900
cap03,export,2020,Portugal,23721,2686
cap03,export,2020,Japão,19163,404
cap03,export,2020,Omã,16497,27000
cap03,export,2020,Panamá,14865,3341
cap03,export,2020,"Marshall, Ilhas",14418,3522
cap03,export,2020,Países Baixos (Holanda),12113,590
cap03,export,2020,Bahamas,5954,1166
cap03,export,2020,Malta,5524,1495
cap03,export,2020,Alemanha,2063,589
cap03,export,2020,Noruega,2028,393
cap03,export,2020,Grécia,1821,376
cap03,export,2020,Irã,1726,344
cap03,export,2020,Chipre,1222,418
cap03,export,2020,"Cayman, Ilhas",761,172
cap03,export,2020,Reino Unido,587,171
cap03,export,2020,Filipinas,503,165
cap03,export,2019,Coreia do Sul,5292142,1389400
cap03,export,2019,Estados Unidos,4978093,1528917
cap03,export,2019,Taiwan (Formosa),4771922,286188
cap03,export,2019,Marrocos,1664777,1797747
cap03,export,2019,China,1563504,426169
cap03,export,2019,Senegal,1200138,47933
cap03,export,2019,Argentina,1060335,273902
cap03,export,2019,Hong Kong,804107,70143
cap03,export,2019,Congo,544770,364820
cap03,export,2019,Gabão,453745,262760
cap03,export,2019,Tailândia,238757,54465
cap03,export,2019,Canadá,230001,90502
cap03,export,2019,"Congo, República Democrática",190894,133400
cap03,export,2019,Portugal,169174,13341
cap03,export,2019,Nova Zelândia,168962,15900
cap03,export,2019,Camarões,157337,105800
cap03,export,2019,Emirados Árabes Unidos,154448,16000
cap03,export,2019,Chile,125656,19025
cap03,export,2019,Vietnã,116462,45735
cap03,export,2019,Uruguai,110975,40083
cap03,export,2019,Reino Unido,82376,53570
cap03,export,2019,Angola,82122,52765
cap03,export,2019,Japão,78855,1453
cap03,export,2019,Singapura,50896,27956
cap03,export,2019,Malásia,50661,22000
cap03,export,2019,Peru,48502,9980
cap03,export,2019,Guiné Equatorial,45050,26500
cap03,export,2019,Espanha,40882,26720
cap03,export,2019,Libéria,36503,28352
cap03,export,2019,Omã,32994,54000
cap03,export,2019,Filipinas,28771,6864
cap03,export,2019,"Virgens, Ilhas (Britânicas)",28769,28008
cap03,export,2019,"Marshall, Ilhas",15452,2799
cap03,export,2019,Panamá,13780,4396
cap03,export,2019,Bahamas,12649,1829
cap03,export,2019,Irã,7794,1465
cap03,export,2019,Noruega,3141,572
cap03,export,2019,Alemanha,1825,407
cap03,export,2019,Chipre,1317,449
cap03,export,2019,Malta,1160,376
cap03,export,2019,Bélgica,882,136
cap03,export,2019,Países Baixos (Holanda),874,283
cap03,export,2019,Austrália,831,13
cap03,export,2019,Grécia,742,84
cap03,export,2019,Barbados,556,119
cap03,export,2019,Dinamarca,407,36
cap03,export,2019,Turquia,355,59
cap03,export,2019,Antígua e Barbuda,214,48
cap03,export,2019,"Cayman, Ilhas",66,15
cap03,export,2018,Taiwan (Formosa),6341774,247099
cap03,export,2018,Estados Unidos,3849512,1062509
cap03,export,2018,Coreia do Sul,3805817,973781
cap03,export,2018,China,1375806,361980
cap03,export,2018,Vietnã,1287228,344240
cap03,export,2018,Hong Kong,1153884,54459
cap03,export,2018,Senegal,598408,20533
cap03,export,2018,Argentina,479018,162794
cap03,export,2018,Uruguai,396408,291500
cap03,export,2018,Congo,283459,182026
cap03,export,2018,Angola,250595,184870
cap03,export,2018,Gabão,226950,130795
cap03,export,2018,Marrocos,166424,164858
cap03,export,2018,Togo,157310,103760
cap03,export,2018,Egito,150435,6515
cap03,export,2018,Libéria,97243,104049
cap03,export,2018,Tailândia,93295,46398
cap03,export,2018,Japão,92538,1544
cap03,export,2018,Chile,52239,10296
cap03,export,2018,El Salvador,49783,25584
cap03,export,2018,Malásia,40470,24155
cap03,export,2018,"Congo, República Democrática",35327,26320
cap03,export,2018,Canadá,28190,24000
cap03,export,2018,Filipinas,15972,5040
cap03,export,2018,Panamá,3373,935
cap03,export,2018,Noruega,2180,779
cap03,export,2018,Malta,1953,383
cap03,export,2018,Bahamas,1508,144
cap03,export,2018,Singapura,1383,489
cap03,export,2018,"Marshall, Ilhas",1087,317
cap03,export,2018,Emirados Árabes Unidos,1080,15
cap03,export,2018,Provisão de Navios e Aeronaves,799,168
cap03,export,2018,Alemanha,442,138
cap03,export,2018,São Vicente e Granadinas,253,146
cap03,export,2018,Antígua e Barbuda,216,30
cap03,export,2018,Austrália,33,6
cap03,export,2017,Vietnã,4868710,1660573
cap03,export,2017,Taiwan (Formosa),3186921,211804
cap03,export,2017,Estados Unidos,2928931,867441
cap03,export,2017,Portugal,1064365,226681
cap03,export,2017,Coreia do Sul,902000,329236
cap03,export,2017,Hong Kong,794304,21913
cap03,export,2017,Gabão,774130,472605
cap03,export,2017,Espanha,735638,24403
cap03,export,2017,Canadá,430054,100746
cap03,export,2017,França,404471,11509
cap03,export,2017,China,298655,150050
cap03,export,2017,Itália,273307,14074
cap03,export,2017,Nigéria,205083,131170
cap03,export,2017,Argentina,174440,98000
cap03,export,2017,Congo,159000,103000
cap03,export,2017,Camarões,139100,104000
cap03,export,2017,"Congo, República Democrática",128020,104000
cap03,export,2017,Guiné Equatorial,83200,52000
cap03,export,2017,Japão,70691,1171
cap03,export,2017,Angola,69499,52135
cap03,export,2017,Libéria,35626,26000
cap03,export,2017,Países Baixos (Holanda),5488,61
cap03,export,2017,Reino Unido,2427,35
cap03,export,2017,Filipinas,120,40
cap03,export,2017,Tailândia,30,10
cap03,export,2016,Taiwan (Formosa),3276501,214225
cap03,export,2016,Coreia do Sul,2971461,999173
cap03,export,2016,Estados Unidos,2839901,881197
cap03,export,2016,Portugal,1987355,414133
cap03,export,2016,Gabão,925122,499605
cap03,export,2016,Vietnã,829211,518550
cap03,export,2016,Itália,758201,46261
cap03,export,2016,Hong Kong,659240,20088
cap03,export,2016,"Congo, República Democrática",485104,312440
cap03,export,2016,China,476660,311385
cap03,export,2016,Angola,364064,205509
cap03,export,2016,Argentina,293497,131171
cap03,export,2016,Congo,291110,183490
cap03,export,2016,Guiné Equatorial,289120,156000
cap03,export,2016,Canadá,174585,16094
cap03,export,2016,Espanha,153246,22962
cap03,export,2016,França,68636,9083
cap03,export,2016,Japão,56662,944
cap03,export,2016,Bélgica,49272,20000
cap03,export,2016,Índia,43100,50000
cap03,export,2016,Singapura,38250,26000
cap03,export,2016,Camarões,33138,26510
cap03,export,2016,República Dominicana,22000,25000
cap03,export,2016,Suíça,273,61
cap03,export,2015,Coreia do Sul,4205896,1374540
cap03,export,2015,Taiwan (Formosa),2457388,189242
cap03,export,2015,Estados Unidos,1931529,579351
cap03,export,2015,Portugal,1623661,297796
cap03,export,2015,Angola,1297381,779170
cap03,export,2015,Espanha,1281403,60302
cap03,export,2015,França,849403,78257
cap03,export,2015,China,785864,481555
cap03,export,2015,Hong Kong,574719,19764
cap03,export,2015,Gabão,549254,285800
cap03,export,2015,Itália,536485,17170
cap03,export,2015,Costa do Marfim,504723,458600
cap03,export,2015,Nigéria,493618,277540
cap03,export,2015,"Congo, República Democrática",319045,230570
cap03,export,2015,Vietnã,289677,145945
cap03,export,2015,Argentina,196179,66203
cap03,export,2015,Guiné Equatorial,141965,35830
cap03,export,2015,Coreia do Norte,137887,64300
cap03,export,2015,Japão,71823,1196
cap03,export,2015,Benin,62059,52510
cap03,export,2015,Países Baixos (Holanda),45820,20000
cap03,export,2015,Suíça,277,62
cap03,export,2014,Coreia do Sul,6304961,1949750
cap03,export,2014,Estados Unidos,4112717,945917
cap03,export,2014,Angola,2112238,1227355
cap03,export,2014,Costa do Marfim,1430435,1177445
cap03,export,2014,Taiwan (Formosa),1385014,62706
cap03,export,2014,China,1138576,510426
cap03,export,2014,Argentina,1113653,497805
cap03,export,2014,Itália,1090443,36297
cap03,export,2014,Espanha,851818,20657
cap03,export,2014,Ucrânia,823953,444320
cap03,export,2014,Portugal,808225,140378
cap03,export,2014,Gabão,556945,308740
cap03,export,2014,França,547834,87151
cap03,export,2014,Nigéria,521933,328200
cap03,export,2014,Guiné Equatorial,388710,82500
cap03,export,2014,"Congo, República Democrática",354320,234510
cap03,export,2014,Hong Kong,298227,9165
cap03,export,2014,Camarões,186100,132000
cap03,export,2014,Canadá,180782,20029
cap03,export,2014,Gana,129170,120000
cap03,export,2014,Vietnã,124461,105060
cap03,export,2014,Colômbia,117282,41534
cap03,export,2014,Reino Unido,93916,46420
cap03,export,2014,Países Baixos (Holanda),90776,40000
cap03,export,2014,Japão,57204,953
cap03,export,2014,Congo,39000,26000
cap03,export,2014,Tailândia,9280,26500
cap03,export,2013,Coreia do Sul,7179434,2194282
cap03,export,2013,Estados Unidos,3045645,879837
cap03,export,2013,Taiwan (Formosa),2508179,143201
cap03,export,2013,Portugal,1476404,274751
cap03,export,2013,Angola,1385387,861895
cap03,export,2013,Argentina,1259980,530811
cap03,export,2013,Suíça,659171,16912
cap03,export,2013,França,615444,119474
cap03,export,2013,China,572531,399210
cap03,export,2013,Espanha,491223,24970
cap03,export,2013,Costa do Marfim,469939,428270
cap03,export,2013,Nigéria,414528,234000
cap03,export,2013,Gabão,406128,237500
cap03,export,2013,Colômbia,379449,125200
cap03,export,2013,Ucrânia,345807,184955
cap03,export,2013,"Congo, República Democrática",312320,213880
cap03,export,2013,Gana,242569,196850
cap03,export,2013,Vietnã,219880,129200
cap03,export,2013,Camarões,217123,134000
cap03,export,2013,Congo,186220,106500
cap03,export,2013,Hong Kong,164240,101500
cap03,export,2013,Guiné Equatorial,125738,13940
cap03,export,2013,Togo,79650,78000
cap03,export,2013,El Salvador,49898,24999
cap03,export,2013,Países Baixos (Holanda),41700,20000
cap03,export,2013,Uruguai,1706,50
cap03,export,2013,Alemanha,296,225
cap03,export,2013,Bélgica,27,20
cap03,export,2012,Tailândia,8232890,3892137
cap03,export,2012,Coreia do Sul,7511877,2294044
cap03,export,2012,Espanha,4398996,1566590
cap03,export,2012,Estados Unidos,2824289,731585
cap03,export,2012,Itália,1763294,701306
cap03,export,2012,Portugal,1746289,276986
cap03,export,2012,Argentina,1653635,765063
cap03,export,2012,Angola,1283949,838910
cap03,export,2012,Taiwan (Formosa),1046167,78240
cap03,export,2012,Costa do Marfim,744933,569860
cap03,export,2012,França,627118,50544
cap03,export,2012,China,539406,173727
cap03,export,2012,Suíça,447130,14324
cap03,export,2012,Bélgica,210713,24538
cap03,export,2012,Benin,169393,109000
cap03,export,2012,Vietnã,169250,79510
cap03,export,2012,Gabão,138479,77820
cap03,export,2012,"Congo, República Democrática",124875,103500
cap03,export,2012,Gana,111012,80000
cap03,export,2012,Guiné Equatorial,87400,56000
cap03,export,2012,Moldávia,83078,53000
cap03,export,2012,Israel,75755,53000
cap03,export,2012,Hong Kong,59383,22430
cap03,export,2012,Países Baixos (Holanda),44650,19060
cap03,export,2012,Togo,38225,28000
cap03,export,2012,Japão,15,20
cap03,export,2011,Tailândia,4045526,2323988
cap03,export,2011,Taiwan (Formosa),3261098,221498
cap03,export,2011,Coreia do Sul,2917580,975978
cap03,export,2011,Portugal,2158887,247636
cap03,export,2011,Espanha,1766576,275539
cap03,export,2011,França,1632667,159300
cap03,export,2011,Argentina,1244600,661500
cap03,export,2011,Estados Unidos,1236836,379952
cap03,export,2011,Itália,1110929,132335
cap03,export,2011,Ucrânia,887463,533135
cap03,export,2011,El Salvador,667248,401352
cap03,export,2011,Angola,612287,387950
cap03,export,2011,China,495857,285586
cap03,export,2011,Guiné Equatorial,134143,78275
cap03,export,2011,Costa do Marfim,98202,56000
cap03,export,2011,Vietnã,96170,79500
cap03,export,2011,Gabão,77800,53000
cap03,export,2011,Camarões,72615,53000
cap03,export,2011,Hong Kong,67840,53000
cap03,export,2011,"Congo, República Democrática",40075,26500
cap03,export,2011,Congo,37660,26500
cap03,export,2011,Geórgia,33920,26500
cap03,export,2010,Taiwan (Formosa),2369340,163904
cap03,export,2010,China,2096002,212730
cap03,export,2010,França,1917108,241520
cap03,export,2010,Portugal,1859551,312932
cap03,export,2010,Coreia do Sul,1502640,615652
cap03,export,2010,Argentina,988111,573555
cap03,export,2010,Itália,776550,40139
cap03,export,2010,Estados Unidos,655199,240642
cap03,export,2010,Espanha,604087,24000
cap03,export,2010,Suíça,482374,19976
cap03,export,2010,Canadá,477290,101538
cap03,export,2010,Costa do Marfim,424035,297000
cap03,export,2010,Angola,332190,252000
cap03,export,2010,Japão,289000,11000
cap03,export,2010,Nigéria,174080,125000
cap03,export,2010,Congo,68900,53000
cap03,export,2010,Gana,35775,26500
cap03,export,2010,Gabão,34500,26500
cap03,export,2010,"Congo, República Democrática",34450,26500
cap03,export,2010,Guiné Equatorial,33600,24000
cap03,import,2026,Chile,203248286,27944577
cap03,import,2026,Vietnã,50482747,16554909
cap03,import,2026,Argentina,14935586,3161245
cap03,import,2026,Peru,11743942,2210348
cap03,import,2026,China,5158693,1241250
cap03,import,2026,Portugal,2785906,168872
cap03,import,2026,Omã,2572808,3483000
cap03,import,2026,Equador,1013678,287142
cap03,import,2026,Noruega,957040,100200
cap03,import,2026,Espanha,780300,55276
cap03,import,2026,Nova Zelândia,422648,62043
cap03,import,2026,Japão,243262,384000
cap03,import,2026,Marrocos,183719,112032
cap03,import,2026,Taiwan (Formosa),178200,165000
cap03,import,2026,Índia,148176,20000
cap03,import,2026,Uruguai,136488,94500
cap03,import,2026,Estados Unidos,120000,3000
cap03,import,2026,Reino Unido,99000,3000
cap03,import,2026,México,19346,27000
cap03,import,2025,Chile,233981306,34799590
cap03,import,2025,Vietnã,62781961,21890921
cap03,import,2025,Argentina,18439513,4453274
cap03,import,2025,China,16609647,4258654
cap03,import,2025,Marrocos,6119600,3864072
