cnpj,razao_social,nome_fantasia,porte,mei,data_inicio,cnae_principal,cnae_principal_nome,municipio,bairro,cep
95804860000194,QUALIMAQ INDUSTRIA E COMERCIO DE MAQUINAS LTDA,,Microempresa,,19921223,0161003,"Serviço de preparação de terreno, cultivo e colheita",CAPINZAL,SAO CRISTOVAO,89665000
95815635000153,FEDERACAO DAS APAES DO ESTADO DE SANTA CATARINA,FEAPAESC,Demais,,19930201,9430800,Atividades de associações de defesa de direitos sociais,FLORIANOPOLIS,CENTRO,88010000
03634015000108,CONGELADOS RANCHO BOM LTDA,,Microempresa,N,20000208,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",SCHROEDER,RANCHO BOM,89275000
03755342000100,IMBITUBA INDUSTRIALIZACAO E COMERCIO DE PESCADOS LTDA,IMBITUBA INDUSTRIALIZACAO E COMERCIO DE PESCADOS,Microempresa,N,20000317,1020101,"Preservação de peixes, crustáceos e moluscos",IMBITUBA,SAMBAQUI,88780000
02216999000136,JOAO GILBERTO DALLAROSA,,Microempresa,N,19971104,5611203,"Lanchonetes, casas de chá, de sucos e similares",ITAPOA,PEROLA,89249000
00632825000129,FEDERACAO CATARINENSE DE VOLEIBOL,,Demais,,19950602,9319101,Produção e promoção de eventos esportivos,FLORIANOPOLIS,COQUEIROS,88080160
03950824000110,ASSOCIACAO RECONCILIACAO,,Demais,,20000725,8800600,Serviços de assistência social sem alojamento,IBIRAMA,CENTRO,89140000
00738145000194,SOCIEDADE ESPORTIVA ARAPIRAKA,ARAPIRAKA,Demais,,19950731,9319199,Outras atividades esportivas não especificadas anteriormente,CAMPO BELO DO SUL,CENTRO,88580000
02396203000174,ASSOCIACAO IBIRAMENSE DE CICLISMO,,Demais,,19980304,9319101,Produção e promoção de eventos esportivos,IBIRAMA,CENTRO,89140000
05763111000173,CLAURIA GONCALVES AZEVEDO LTDA,,Microempresa,N,20030708,7739003,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",SAO MIGUEL DO OESTE,SANTA RITA,89900000
00783117000199,INTERNACIONAL FUTEBOL CLUBE,,Demais,,19950823,9319199,Outras atividades esportivas não especificadas anteriormente,SAO JOSE DO CEDRO,PADRE REUS,89930000
04238015000143,FUNDACAO MUNICIPAL DE ESPORTE,,Demais,,20010111,9319199,Outras atividades esportivas não especificadas anteriormente,NAVEGANTES,CENTRO,88370060
05929801000150,M.F. MANIPULACAO DE PESCADOS LTDA,M.F. MANIPULACAO DE PESCADOS LTDA,Microempresa,N,20031010,0311604,Atividades de apoio à pesca em água salgada,NAVEGANTES,NOSSA SRA DAS GRACAS,88371190
05951106000194,SUN & SEA ARTIGOS ESPORTIVOS LTDA,,Microempresa,N,20031017,3230200,Fabricação de artefatos para pesca e esporte,CAMBORIU,CEDRO,88340001
02573076000131,APARECIDA FUTEBOL CLUBE,,Demais,,19980612,9319199,Outras atividades esportivas não especificadas anteriormente,ERVAL VELHO,RURAL,89613000
01026233000126,SUL PESCADOS INDUSTRIA E COMERCIO LTDA,SUL PESCADOS,Microempresa,N,19960126,1020101,"Preservação de peixes, crustáceos e moluscos",LAGUNA,CABECUDAS,88790000
01029872000145,WINDCENTER NAUTICA LTDA,WIND CENTER,Microempresa,N,19960202,7721700,Aluguel de equipamentos recreativos e esportivos,FLORIANOPOLIS,LAGOA DA CONCEICAO,88062140
06064188000118,LIMASC - LIGA INDEPENDENTE DE MOTOCICLISMO E AUTOMOBILISMO DE SANTA CATARINA,LIMASC,Demais,,20040109,9319101,Produção e promoção de eventos esportivos,CURITIBANOS,NOSSA SENHOR APARECIDA,89520000
06077434000176,ILHA DO CORAL TRANSPORTES NAUTICOS LTDA,ILHA DO CORAL,Microempresa,N,20040122,5022002,"Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia",GAROPABA,CENTRO HISTORICO,88495000
04411551000107,PEDALINHO DO BRASIL ALUGUEL LTDA,PEDALINHO DO BRASIL,Microempresa,N,20010417,7721700,Aluguel de equipamentos recreativos e esportivos,BOMBINHAS,JOSE AMANDIO,88215000
04413436000163,ASSOCIACAO DESPORTIVA DE VOLEIBOL,ADV,Demais,,20010424,9319199,Outras atividades esportivas não especificadas anteriormente,JARAGUA DO SUL,NOVA BRASILIA,89252265
06091645000163,PSM AUTO PECAS E TRANSPORTES LTDA - EM RECUPERACAO JUDICIAL,PSM TRANSPORTES E AUTO PECAS,Microempresa,N,20040129,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",IBIRAMA,CENTRO,89140000
06156431000128,"JD GESTAO, CONSULTORIA E SERVICOS DE TURISMO LTDA","JD GESTAO, CONSULTORIA E SERVICOS DE TURISMO",Demais,N,20040319,7020400,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",SAO FRANCISCO DO SUL,CENTRO,89240000
02742713000156,MONDINI EQUIPAMENTOS PARA MINERACAO LTDA,,Empresa de pequeno porte,N,19980901,3011302,"Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte",GASPAR,POCO GRANDE,89110001
73307480000101,PLACIDO FERREIRA DE MENEZES,PLADSER SERVICOS CIVIS E NAVAIS,Microempresa,N,19930903,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,ITAJAI,FAZENDA,88301260
04498785000125,ASSOCIACAO ESPORTIVA RECREATIVA E BENEFICIENTE QUILAMEIROS,,Demais,,20010612,9319199,Outras atividades esportivas não especificadas anteriormente,QUILOMBO,CENTRO,89850000
42465377000913,CONTAINER COMERCIO INDUSTRIA E AGENCIA MARITIMA LTDA,,Demais,,19920301,5231102,Atividades do Operador Portuário,SAO FRANCISCO DO SUL,CENTRO,89240000
04535913000163,USINAGEM BATEIAS LTDA,USITEC,Microempresa,N,20010702,3314715,"Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo",GASPAR,BARRACAO,89113338
73837270000125,ESPORTE CLUBE CORINGA,,Demais,,19931207,9319199,Outras atividades esportivas não especificadas anteriormente,NOVA ITABERABA,CENTRO,89818000
01179002000152,MOURA & SCHLEMMER LTDA,CAMPESCK,Microempresa,N,19960506,4763604,"Comércio varejista de artigos de caça, pesca e camping",LAGES,CENTRO,88502170
06244902000150,MARMIRONDA COMERCIO E SERVICOS LTDA,FAZENDA MARMIRONDA,Microempresa,N,20040428,0321302,Criação de camarões em água salgada e salobra,LAGUNA,MADRE,88790000
04596982000187,F. MARTINI MATERIAIS DE CONSTRUCAO LTDA,INSTALADORA CANTA GALO,Microempresa,N,20010808,4742300,Comércio varejista de material elétrico,RIO DO SUL,CANTA GALO,89163089
06279108000141,DEMA PAPELARIA LTDA,DEMA PAPELARIA,Demais,N,20040525,4761003,Comércio varejista de artigos de papelaria,TUBARAO,HUMAITA DE CIMA,88708000
06300098000189,ASSOCIACAO ESPORTIVA E RECREATIVA FLORESTA DE DOUTOR PEDRINHO,,Demais,,20040513,9319101,Produção e promoção de eventos esportivos,DOUTOR PEDRINHO,CAPIVARI,89126000
06323261000129,IBERBRAS COMERCIO E DISTRIBUICAO LTDA,,Empresa de pequeno porte,N,20040617,4789099,Comércio varejista de outros produtos não especificados anteriormente,FLORIANOPOLIS,ITACORUBI,88034100
75379644000131,FEDERACAO DE REMO DO ESTADO DE SANTA CATARINA,FERESC,Demais,,19801118,9319199,Outras atividades esportivas não especificadas anteriormente,FLORIANOPOLIS,CENTRO,88010280
75435016000126,SOCIEDADE ESPORTIVA SAO VICENTE DE IRANI,,Demais,,19820228,9319199,Outras atividades esportivas não especificadas anteriormente,IRANI,RURAL,89680000
75441204000167,ASSOCIACAO ATLETICA BESC,,Demais,,19850430,9319199,Outras atividades esportivas não especificadas anteriormente,CAMPO ERE,CENTRO,89980000
06867210000168,LABARRA CENTRO DE EVENTOS E RECREACOES LTDA,,Empresa de pequeno porte,N,20040629,8230002,Casas de festas e eventos,CAPINZAL,CENTRO,89665000
75886689000100,FEDERACAO CATARINENSE DE ATLETISMO,,Demais,,19820415,9319101,Produção e promoção de eventos esportivos,FLORIANOPOLIS,ESTREITO,88070220
06921440000168,CLUBE DE ULTRALEVE E EXPERIMENTAL XANXERE,,Demais,,20040713,9319199,Outras atividades esportivas não especificadas anteriormente,XANXERE,BAIRRO DOS ESPORTES,89820000
76554534000121,SANTA CRUZ ESPORTE CLUBE,,Demais,,19821108,9319101,Produção e promoção de eventos esportivos,FLORIANOPOLIS,RETIRO DA LAGOA,88062000
76855949000135,K & K - SERVICOS DE MANUTENCAO NAUTICA LTDA,,Empresa de pequeno porte,N,19830909,3317102,Manutenção e reparação de embarcações para esporte e lazer,JOINVILLE,ESPINHEIROS,89228799
06984217000160,AGROPECUARIA E TURISMO CAMPO DO ZINCO LTDA,,Microempresa,N,20040825,5510801,Hotéis,BENEDITO NOVO,RIBEIRAO ZINCO,89124000
06989928000127,ANGRAMAR INDUSTRIA E COMERCIO DE PESCADOS LTDA,,Empresa de pequeno porte,N,20040903,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",PENHA,CENTRO,88385000
73471989005235,SEST SERVICO SOCIAL DO TRANSPORTE,LAGES/SC - UNIDADE C - N 113,Demais,,19961202,8800600,Serviços de assistência social sem alojamento,LAGES,VILA MARIZA,88524603
75185389000609,ORION OPERACOES PORTUARIAS LTDA,,Demais,,19881101,5231102,Atividades do Operador Portuário,ITAJAI,CENTRO,88301210
75904383012480,COAMO AGROINDUSTRIAL COOPERATIVA,COAMO,Demais,,20040528,5231101,Administração da infra-estrutura portuária,ITAPOA,PONTAL DO NORTE,89364142
07038455000145,MORIGA EVENTOS ESPORTIVOS LTDA,,Microempresa,,20041013,7020400,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",FLORIANOPOLIS,CENTRO,88010200
59222661000104,"CRUISER RACER COMERCIO, IMPORTACAO E EXPORTACAO DE PRODUTOS NAUTICOS LTDA.",C.R.LOGISTICS,Demais,,19880705,4763605,Comércio varejista de embarcações e outros veículos recreativos; peças e acessórios,TIJUCAS,CENTRO,88200000
80688211000289,LITORAL SOLUCOES EM COMERCIO EXTERIOR LTDA,,Demais,,19910912,5232000,Atividades de agenciamento marítimo,ITAJAI,BAIRRO FAZENDA,88301600
78479052000180,ASSOCIACAO DE MORADORES DO BAIRRO GUILHERME REICH,,Demais,,19860319,9319199,Outras atividades esportivas não especificadas anteriormente,CONCORDIA,CENTRO,89700001
78482460000190,PENHAROL ESPORTE CLUBE,,Demais,,19850502,9319199,Outras atividades esportivas não especificadas anteriormente,OURO,CENTRO,89663000
78483484000164,SOCIEDADE ESPORTIVA E RECREA ESPORTE CLUBE CRUZEIRO,,Demais,,19860603,9319199,Outras atividades esportivas não especificadas anteriormente,ROMELANDIA,SEDE ROSARIO,89908000
78484649000112,SOCIEDADE ESPORTIVA E CULTURAL SAO VICENTE,,Demais,,19880311,9319199,Outras atividades esportivas não especificadas anteriormente,MONDAI,RIQUEZA,89893000
78488368000138,SOCIEDADE ESPORTIVA RECREATIVA E CULTURAL SAO VALENTIM,SERCSVAL,Demais,,19880510,9319101,Produção e promoção de eventos esportivos,ARROIO TRINTA,SAO VALENTIM,89590000
78494838000176,ASSOCIACAO ESPORTE CLUBE JUVENIL,,Demais,,19870619,9319199,Outras atividades esportivas não especificadas anteriormente,QUILOMBO,PRIMEIRO,89850000
78494911000100,SOCIEDADE ESPORTIVA E RECREATIVA ONZE GAROTOS,,Demais,,19870706,9319199,Outras atividades esportivas não especificadas anteriormente,FORMOSA DO SUL,INTERIOR,89859000
78494937000158,ESPORTE CLUBE UNIAO BENEFICENTE,ESPORTE CLUBE UNIAO,Demais,,19870710,9319199,Outras atividades esportivas não especificadas anteriormente,SAO LOURENCO DO OESTE,PRES JUSCELINO,89990000
78502895000150,ASSOCIACAO ATLETICA RIOPEIXENSE,,Demais,,19880118,9312300,"Clubes sociais, esportivos e similares",PIRATUBA,CENTRO,89667000
78503042000132,ASSOCIACAO BALNEARIO CEDRENSE,ASSOCIACAO BALNEARIO CEDRENSE - ABC,Demais,,19871216,9319199,Outras atividades esportivas não especificadas anteriormente,SAO JOSE DO CEDRO,CENTRO,89930000
78503497000158,ESPORTE CLUBE CANARINHO,ESPORTE CLUBE CANARINHO,Demais,,19890214,9319199,Outras atividades esportivas não especificadas anteriormente,PALMA SOLA,INTERIOR,89985000
78510070000187,SOCIEDADE ESPORTIVA E CULTURAL SEMPRE VERDE,SOCIEDADE ESPORTIVA E CULTURAL SEMPRE,Demais,,19890823,9319199,Outras atividades esportivas não especificadas anteriormente,CONCORDIA,RURAL,89700001
78511268000185,SOCIEDADE ESPORTIVA RECREATIVA CULTURAL SAGRADA FAMILIA,SERCSFAM,Demais,,19900329,9319199,Outras atividades esportivas não especificadas anteriormente,ARROIO TRINTA,LINHA SAGRADA FAMIL,89590000
84716588000255,LIGA JOINVILENSE DE FUTEBOL,,Demais,,20010507,9319199,Outras atividades esportivas não especificadas anteriormente,JARAGUA DO SUL,CENTRO,89251000
78994001000196,MARVEL ADMINISTRACAO E PARTICIPACOES LTDA.,,Demais,,19851014,6810202,Aluguel de imóveis próprios,FLORIANOPOLIS,ESTREITO,88075400
79373502000118,LIGA VALE NORTE DE DESPORTOS,,Demais,,19910305,9319101,Produção e promoção de eventos esportivos,IBIRAMA,CENTRO,89140000
79373833000158,ASSOCIACAO EMPRESARIAL DE INDAIAL - ACIDI,,Demais,,19890731,9411100,Atividades de organizações associativas patronais e empresariais,INDAIAL,DAS NACOES,89082065
79421582000130,JORGE REI BARONI,ELETRONICA BARONI,Microempresa,N,19860715,4757100,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação",CURITIBANOS,CENTRO,89520000
01613428000172,MUNICIPIO DE LUZERNA,MUNICIPIO DE LUZERNA,Demais,,19970102,8411600,Administração pública em geral,LUZERNA,CENTRO,89609000
01616966000110,F.C.P. CARGAS E DESCARGAS LTDA,,Microempresa,,19961230,5232000,Atividades de agenciamento marítimo,CATANDUVAS,REGINA,89670000
79831889000109,ASSOCIACAO DOS SERVIDORES DO DEINFRA DA REGIAO DO VALE DO ITAJAI MIRIM,ASDERVIM,Demais,,19870220,9319199,Outras atividades esportivas não especificadas anteriormente,BRUSQUE,CENTRO,88350201
03287173000120,MOTOSUPER COMERCIO E IMPORTACAO LTDA,,Demais,,19990713,4541203,Comércio a varejo de motocicletas e motonetas novas,FLORIANOPOLIS,CAPOEIRAS,88085001
79886222000103,CLUBE RECREATIVO PRAIASOL,PRAIASOL,Demais,,19870430,9319199,Outras atividades esportivas não especificadas anteriormente,PALHOCA,PRAIA DE FORA,88138300
80024573000194,S.MONICA ADMINISTRACAO E PROJETOS AGROPECUARIOS LTDA,S. MONICA,Demais,,19870427,0162899,Atividades de apoio à pecuária não especificadas anteriormente,TUNAPOLIS,INTERIOR,89898000
07280785000142,CATARINA YACHTS ESTALEIRO NAVAL LTDA.,,Demais,,20050308,3012100,Construção de embarcações para esporte e lazer,NAVEGANTES,VOLTA GRANDE,88371790
07303283000190,07.303.283 RAUL AMAURI BECKER,,Microempresa,S,20050331,9329899,Outras atividades de recreação e lazer não especificadas anteriormente,SANTO AMARO DA IMPERATRIZ,VILA BECKER,88140000
80624091000175,BURTET & DALLA VALLE SC LTDA,BURTET E DALLA VALLE SC,Demais,,19900416,9319199,Outras atividades esportivas não especificadas anteriormente,CHAPECO,CENTRO,89805115
80627417000118,JUVENTUS FUTEBOL CLUBE,,Demais,,19910129,9312300,"Clubes sociais, esportivos e similares",CONCORDIA,INDUSTRIAL,89728000
80670201000135,ASSOCIACAO GREMIO RECREATIVO FUTEBOL CLUBE DE PAULO LOPES - A.G.R.F.C.P.L,,Demais,,19880520,9319101,Produção e promoção de eventos esportivos,PAULO LOPES,AREIAS,88490000
81316044000127,ESTALEIRO NAVAL MANOEL ESPOGEIRO LTDA,,Microempresa,,19890425,3011301,Construção de embarcações de grande porte,ITAJAI,SALSEIROS,88309480
81341430000179,INDUSTRIA E COMERCIO DE PESCADOS DONA ROSE LTDA,,Empresa de pequeno porte,,19890523,1020101,"Preservação de peixes, crustáceos e moluscos",ITAPEMA,CENTRO,88220000
81868150000113,INDUSTRIA E COMERCIO DE CONFECCOES E LAZER BACK LTDA,,Microempresa,N,19900605,1412601,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida",VIDAL RAMOS,CENTRO,88443000
82661273000141,CLUBE BLUMENAUENSE DE CACA E TIRO,,Demais,,19690812,9312300,"Clubes sociais, esportivos e similares",BLUMENAU,VORSTADT,89015203
82811233000139,SER GASPERINI,,Demais,,19720218,9312300,"Clubes sociais, esportivos e similares",CONCORDIA,CENTRO,89700001
83009605000170,SOC DESPORTIVA PRIMAVERA,,Demais,,19740709,9319199,Outras atividades esportivas não especificadas anteriormente,LUZERNA,INTERIOR,89609000
83029256000159,SOCIEDADE ESPORTIVA PALMEIRA,,Demais,,19740620,9319199,Outras atividades esportivas não especificadas anteriormente,SAO JOSE DO CEDRO,MARIFLOR,89930000
83458695000187,ASSOCIACAO ATLETICA BANCO DO BRASIL,A A B B,Demais,,19780302,9319199,Outras atividades esportivas não especificadas anteriormente,ORLEANS,MURIALDO,88870000
83494740000159,SOCIEDADE RECREATIVA TREZE DE MAIO,SOCIEDADE RECREATIVA TREZE DE MAIO,Demais,,19770929,9319199,Outras atividades esportivas não especificadas anteriormente,BLUMENAU,VILA ITOUPAVA,89095515
83605659000107,ESPORTE CLUBE METROPOL,,Demais,,19791107,9319199,Outras atividades esportivas não especificadas anteriormente,SAO JOSE DO CEDRO,SAO JOSE DO CEDRO,89930000
83675496000120,SOCIEDADE ESPORTIVA E RECREATIVA BENEFICENTE ALIANCA,,Demais,,19800815,9319199,Outras atividades esportivas não especificadas anteriormente,QUILOMBO,PRIMEIRO,89850000
83779074000103,NAZARE INSTITUTO,,Demais,,19810505,8511200,Educação infantil - creche,GASPAR,COLONINHA,89110110
83781070000151,ESPORTE CLUBE UNIAO LAGEADENSE,,Demais,,19800806,9319101,Produção e promoção de eventos esportivos,CHAPADAO DO LAGEADO,CENTRO,88407000
83826388000101,SOCIEDADE ESPORTIVA E RECREATIVA JUVENTUS DE IRANI,,Demais,,19810113,9319199,Outras atividades esportivas não especificadas anteriormente,IRANI,CONTESTADO,89680000
83827717000139,LIGA ATLETICA REGIAO SERRANA,LARS,Demais,,19810325,9319199,Outras atividades esportivas não especificadas anteriormente,LAGES,CORAL,88508190
84151232000130,ASSOCIACAO DE ATIRADORES RAFAEL II,,Demais,,19701008,9499500,Atividades associativas não especificadas anteriormente,IBIRAMA,SEDE,89140000
84290063000110,IRMAOS RODI & CIA LTDA,,Empresa de pequeno porte,N,19660511,4744001,Comércio varejista de ferragens e ferramentas,ITAJAI,BARRA DO RIO,88305301
84437862000176,LIGA JARAGUAENSE DE FUTEBOL,,Demais,,19701030,9319199,Outras atividades esportivas não especificadas anteriormente,JARAGUA DO SUL,NOVA BRASILIA,89252265
85205243000119,SOS NAVAL LTDA- EPP,SOS NAVAL,Empresa de pequeno porte,,19911121,4744001,Comércio varejista de ferragens e ferramentas,NAVEGANTES,SAO DOMINGOS,88370573
85294064000103,FLORIANOPOLIS GOLF CLUBE LTDA,,Demais,,19920423,9319101,Produção e promoção de eventos esportivos,FLORIANOPOLIS,CENTRO,88015900
86379344000179,ASSOCIACAO ATLETICA METISA,,Demais,,19700813,9319199,Outras atividades esportivas não especificadas anteriormente,TIMBO,FRITZ LORENZ,89092600
86951555000134,FUNDACAO MUNICIPAL DE ESPORTES DE CRICIUMA,,Demais,,19940324,9319199,Outras atividades esportivas não especificadas anteriormente,CRICIUMA,SANTA BARBARA,88804050
72195324000133,EMBREEX INDUSTRIA E COMERCIO LTDA,,Demais,,19930504,3230200,Fabricação de artefatos para pesca e esporte,BRUSQUE,BATEAS,88355200
07479708000116,ASSOCIACAO DESPORTIVA - PRO-SPORT,PRO-SPORT,Demais,,20050707,9499500,Atividades associativas não especificadas anteriormente,ITAJAI,DOM BOSCO,88307010
07519294000101,RANCHO DO SURF LTDA,RANCHO DO SURF,Empresa de pequeno porte,N,20050617,4763602,Comércio varejista de artigos esportivos,GAROPABA,CENTRO,88495000
07539766000198,ASSOCIACAO ITAENSE DE KARATE,ASSOCIACAO UNIDOS PELO KARATE,Demais,,20050811,9319199,Outras atividades esportivas não especificadas anteriormente,ITA,PIONEIROS,89760000
06065820000148,FAZENDA DE CAMARAO TRES MARIAS LTDA,,Microempresa,N,20040107,0321302,Criação de camarões em água salgada e salobra,ARAQUARI,CENTRO,89245000
07639185000128,BIKE & ADVENTURE COMERCIO DE ARTIGOS ESPORTIVOS LTDA,BIKE & ADVENTURE,Microempresa,N,20051006,4763603,Comércio varejista de bicicletas e triciclos; peças e acessórios,BRACO DO NORTE,CENTRO,88750000
83449561000108,CLUBE ESPORTIVO E RECREATIVO NOVA AURORA,CLUBE NOVA AURORA,Demais,,19770418,9312300,"Clubes sociais, esportivos e similares",BLUMENAU,ITOUPAVA CENTRAL,89060000
07697475000128,LIGA DAS ESCOLAS DE SAMBA DE FLORIANOPOLIS - LIESF,LIESF,Demais,,20051027,9493600,Atividades de organizações associativas ligadas à cultura e à arte,FLORIANOPOLIS,CENTRO,88010290
07729464000182,DBA INDUSTRIA E COMERCIO DE EQUIPAMENTOS RODOVIARIOS LTDA,DBA INDUSTRIA E COMERCIO,Empresa de pequeno porte,N,20051201,4679604,Comércio atacadista especializado de materiais de construção não especificados anteriormente,FLORIANOPOLIS,ITACORUBI,88034100
07847030000187,PEROLA PASSEIOS TURISTICOS LTDA,BARCO SAMBAQUI,Microempresa,N,20060209,5099801,Transporte aquaviário para passeios turísticos,FLORIANOPOLIS,ARMACAO DO PANTANO DO SUL,88066260
07922847000172,OCEANICA EMPRESA DE APOIO A NAVEGACAO LTDA - SCP,,Demais,,20050224,5030101,Navegação de apoio marítimo,SAO FRANCISCO DO SUL,CENTRO,89240000
07936287000105,ILHA BOATS INDUSTRIA NAUTICA LTDA.,FS BOATS,Empresa de pequeno porte,N,20060206,3012100,Construção de embarcações para esporte e lazer,FLORIANOPOLIS,SAO JOAO DO RIO VERMELHO,88060421
07943374000190,CENTRO DE CRIACAO E TREINAMENTO EQUESTRE DO HARAS FISCHER - CTEHF,,Demais,,20060412,9319199,Outras atividades esportivas não especificadas anteriormente,BRUSQUE,SAO PEDRO,88351410
03235614000140,TONIETTO ASSESSORIA DE ESPORTES LTDA,,Empresa de pequeno porte,,19990615,9319101,Produção e promoção de eventos esportivos,FLORIANOPOLIS,CENTRO,88020610
83778985000108,ASSOCIACAO RECREATIVA PONTE PRETA,,Demais,,19801128,9312300,"Clubes sociais, esportivos e similares",BLUMENAU,PROGRESSO,89026600
81379448000160,EQUIPE FLY ARTIGOS ESPORTIVOS LTDA,FLY,Microempresa,N,19890711,8591100,Ensino de esportes,BALNEARIO CAMBORIU,CENTRO,88330018
83695288000193,ESPORTE CLUBE FLUMINENSE,,Demais,,19800125,9319199,Outras atividades esportivas não especificadas anteriormente,SUL BRASIL,INTERIOR,89855000
07921881000122,SPORT NET INDUSTRIA DE REDES ESPORTIVAS LTDA,,Microempresa,N,20060327,3230200,Fabricação de artefatos para pesca e esporte,ITAJAI,CORDEIROS,88310660
86882727000165,SOCIEDADE EAPORTIVA E RECREATIVA PALMEIRAS,,Demais,,19940315,9319199,Outras atividades esportivas não especificadas anteriormente,SANTIAGO DO SUL,RURAL,89854000
92172113000192,EDITORA E PRODUTORA BLACK & WHITE LTDA,,Demais,,19880614,5813100,Edição de revistas,FLORIANOPOLIS,BARRA DA LAGOA,88061300
03647627000127,MOTO POINT COMERCIAL LTDA,,Demais,N,20000207,4541203,Comércio a varejo de motocicletas e motonetas novas,CHAPECO,LIDER,89805203
72253271000160,CLEUSA LEONARDO E CIA LTDA,BELLA VITA COMERCIO DE ALIMENTOS LTDA,Microempresa,N,19930520,1020101,"Preservação de peixes, crustáceos e moluscos",BALNEARIO CAMBORIU,BARRA,88332205
01519071000168,01.519.071 JULIANO BASTOS MUNDSTOCK,,Microempresa,S,19961030,4541206,Comércio a varejo de peças e acessórios novos para  motocicletas e motonetas,OURO,CENTRO,89663000
02279324000136,GDC ALIMENTOS S.A,,Demais,,19971203,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",ITAJAI,CORDEIROS,88311000
04988669000194,DETROIT BRASIL LTDA,EDESA,Demais,,20020410,3011301,Construção de embarcações de grande porte,ITAJAI,SALSEIROS,88311500
05123712000111,SOCIEDADE ESPORTIVA E CULTURAL MOTORISTAS DE TREZE TILIAS,,Demais,,20020625,9319199,Outras atividades esportivas não especificadas anteriormente,TREZE TILIAS,INTERIOR,89650000
03678852000120,AOSB - MANUTENCAO INDUSTRIAL LTDA,AOSB MANUTENCAO,Microempresa,N,20000229,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,FRAIBURGO,DAS NACOES,89580000
00478911000129,DIGIPLUS TECNOLOGIA LTDA,DIGIPLUS,Empresa de pequeno porte,N,19950313,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática,TURVO,IMIGRANTES,88930000
02231814000162,ILHA DO ARVOREDO TURISMO LTDA,ILHA DO ARVOREDO TURISMO,Microempresa,N,19971117,5099801,Transporte aquaviário para passeios turísticos,BOMBINHAS,CENTRO,88215000
75327981000185,ESPORTE CLUBE RURAL FLAMENGO,,Demais,,19820325,9319101,Produção e promoção de eventos esportivos,UNIAO DO OESTE,RURAL,89845000
04833467000173,MEGMOTOR INDUSTRIA LTDA,MEGMOTOR,Empresa de pequeno porte,N,20011221,2811900,"Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários",JOINVILLE,ESPINHEIRO,89228780
07011351000147,CRAVA BAR E RESTAURANTE LTDA,PRAIA BAR,Microempresa,N,20040914,5611203,"Lanchonetes, casas de chá, de sucos e similares",ITAJAI,CABECUDAS,88306400
78976826000188,HODDY PRODUTOS E SOLUCOES LTDA,HODDY ARMAS E MUNICOES,Empresa de pequeno porte,N,19850918,4763602,Comércio varejista de artigos esportivos,TIMBO,CAPITAIS,89120000
80639768000149,LIGA DESPORTIVA XAXINENSE,LIDEX,Demais,,19920114,9319199,Outras atividades esportivas não especificadas anteriormente,XAXIM,CENTRO,89825000
82724733000133,AMERICA FUTEBOL CLUBE,,Demais,,19730307,9319199,Outras atividades esportivas não especificadas anteriormente,BRUSQUE,BAIRRO STEFFEN,88355250
83464065000115,ESPORTE CLUBE FERNANDO RAULINO,ESPORTE CLUBE FERNANDO RAULINO,Demais,,19770530,9319199,Outras atividades esportivas não especificadas anteriormente,FLORIANOPOLIS,SACO DOS LIMOES,88045108
83701763000197,LIGA DESPORTIVA CONCORDIENSE,,Demais,,19810109,9319101,Produção e promoção de eventos esportivos,CONCORDIA,CENTRO,89700001
89936850000100,BB CONSTRUCOES DE BARCOS LTDA,BB BARCOS,Demais,N,19831123,3011302,"Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte",IMBITUBA,NOVA BRASLIA,88780000
72307960000100,ASSOCIACAO DE ARBITROS DO OESTE,,Demais,,19930603,9319199,Outras atividades esportivas não especificadas anteriormente,CHAPECO,CENTRO,89804460
07922087000101,SOCIEDADE ESPORTIVA E RECREATIVA BRUSQUE,S.E.R. BRUSQUE,Demais,,20060328,9319199,Outras atividades esportivas não especificadas anteriormente,BRUSQUE,CENTRO II,88353172
33068404002977,OCEANLEAF ADMINISTRACAO DE BENS IMOVEIS LTDA,,Demais,,19900802,3012100,Construção de embarcações para esporte e lazer,ITAJAI,BARRA DO RIO,88305645
81309445000311,AGROPECUARIA D T LTDA,,Microempresa,,19890712,0162899,Atividades de apoio à pecuária não especificadas anteriormente,CACADOR,FAZENDA PETRY,89500001
