ano,uf,cnae,descricao,grupo,estab_com_vinculo,vinculos_ativos,estab_declarantes
2024,SC,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,14,383,38
2024,SC,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,5,23,27
2024,SC,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,69,191,279
2024,SC,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,68,316,685
2024,SE,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,1,1,1350
2024,SE,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,0,0,16466
2024,SE,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,1,2,46
2024,SE,0321301,Criação de peixes em água salgada e salobra,Pesca e aquicultura,0,0,2
2024,SE,0321302,Criação de camarões em água salgada e salobra,Pesca e aquicultura,24,118,52
2024,SE,0321303,Criação de ostras e mexilhões em água salgada e salobra,Pesca e aquicultura,0,0,1
2024,SE,0321305,Atividades de apoio à aquicultura em água salgada e salobra,Pesca e aquicultura,0,0,12
2024,SE,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,2,12,2
2024,SE,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,1,13,3
2024,SE,3011301,Construção de embarcações de grande porte,Indústria naval,1,18,1
2024,SE,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,0,0,1
2024,SE,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,3,16,3
2024,SE,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,3,5,8
2024,SE,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,2,2,3
2024,SE,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,4,12,8
2024,SE,5011401,"Transporte marítimo de cabotagem, carga",Portos e navegação,1,2,1
2024,SE,5030101,Navegação de apoio marítimo,Portos e navegação,3,72,7
2024,SE,5030102,Navegação de apoio portuário,Portos e navegação,2,23,3
2024,SE,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,2,2,3
2024,SE,5231101,Administração da infraestrutura portuária,Portos e navegação,1,84,1
2024,SE,5231102,Atividades do operador portuário,Portos e navegação,2,89,2
2024,SE,5232000,Atividades de agenciamento marítimo,Portos e navegação,2,3,5
2024,SE,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,2,8,4
2024,SE,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,0,0,1
2024,SE,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,7,18,21
2024,SE,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,12,97,36
2024,SP,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,23,192,1003
2024,SP,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,2,7,2356
2024,SP,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,3,5,161
2024,SP,0321301,Criação de peixes em água salgada e salobra,Pesca e aquicultura,3,3,10
2024,SP,0321302,Criação de camarões em água salgada e salobra,Pesca e aquicultura,1,16,7
2024,SP,0321303,Criação de ostras e mexilhões em água salgada e salobra,Pesca e aquicultura,1,4,5
2024,SP,0321305,Atividades de apoio à aquicultura em água salgada e salobra,Pesca e aquicultura,0,0,12
2024,SP,0321399,Cultivos e semicultivos da aquicultura em água salgada e salobra,Pesca e aquicultura,1,1,5
2024,SP,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,76,2276,116
2024,SP,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,26,1576,43
2024,SP,3011301,Construção de embarcações de grande porte,Indústria naval,7,68,15
2024,SP,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,18,632,31
2024,SP,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,34,482,63
2024,SP,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,208,2624,353
2024,SP,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,32,1121,82
2024,SP,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,55,584,190
2024,SP,4329102,Instalação de equipamentos para orientação à navegação,Indústria náutica,3,6,22
2024,SP,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,160,793,393
2024,SP,5011401,"Transporte marítimo de cabotagem, carga",Portos e navegação,8,531,32
2024,SP,5030101,Navegação de apoio marítimo,Portos e navegação,8,356,19
2024,SP,5030102,Navegação de apoio portuário,Portos e navegação,21,870,35
2024,SP,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,22,72,85
2024,SP,5231101,Administração da infraestrutura portuária,Portos e navegação,6,1055,10
2024,SP,5231102,Atividades do operador portuário,Portos e navegação,72,14640,136
2024,SP,5232000,Atividades de agenciamento marítimo,Portos e navegação,274,7080,576
2024,SP,5239701,Serviços de praticagem,Portos e navegação,0,0,73
2024,SP,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,39,495,139
2024,SP,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,11,82,41
2024,SP,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,288,1212,860
2024,SP,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,268,2407,1895
2024,TO,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,7
2024,TO,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,0,0,1
2024,TO,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,2
2024,TO,0321301,Criação de peixes em água salgada e salobra,Pesca e aquicultura,1,2,1
2024,TO,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,2,54,4
2024,TO,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,0,0,2
2024,TO,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,4,17,5
2024,TO,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,0,0,2
2024,TO,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,2,2,7
2024,TO,4329102,Instalação de equipamentos para orientação à navegação,Indústria náutica,1,3,1
2024,TO,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,3,7,17
2024,TO,5011401,"Transporte marítimo de cabotagem, carga",Portos e navegação,0,0,1
2024,TO,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,1,3,1
2024,TO,5231101,Administração da infraestrutura portuária,Portos e navegação,1,3,1
2024,TO,5231102,Atividades do operador portuário,Portos e navegação,0,0,1
2024,TO,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,0,0,2
2024,TO,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,7,17,24
2024,TO,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,1,1,40
